Feature A (i)	Feature A (i)-noFeature_C_(-i)	Feature B (2i)	Feature B (2i)-noFeature_C_(-i)	Feature C (-i)	Feature C (-i)-noFeature_C_(-i)	Constant Feature	Constant Feature-noFeature_C_(-i)	Random Feature	Random Feature-noFeature_C_(-i)	Outcome	Outcome-noFeature_C_(-i)
2781	2781	5562	5562	-2781	-1212	1	1	0.1616237791193622	0.1642650866458556	A	A
2783	2781	5566	5562	-2783	-1212	1	1	0.761817836316891	0.7741845154294321	A	A
2787	2787	5574	5574	-2787	-1212	1	1	0.5643760528139782	0.5979874343679255	A	A
2789	2787	5578	5574	-2789	-1212	1	1	0.45376233219256	0.4982817158659174	A	A
2791	2793	5582	5586	-2791	-1212	1	1	0.9568253207472602	0.9708335991200716	A	A
2795	2793	5590	5586	-2795	-1212	1	1	0.37480943109717946	0.41618841333222234	A	A
2796	2798	5592	5596	-2796	-1212	1	1	0.06575410935862658	0.07522454865778105	A	A
2797	2798	5594	5596	-2797	-1212	1	1	0.5073690546649365	0.5468257337781519	A	A
2799	2798	5598	5596	-2799	-1212	1	1	0.04648189149834825	0.040223196869210165	A	A
2804	2804	5608	5608	-2804	-1212	1	1	0.4807887296511175	0.5364676566761873	A	A
2805	2804	5610	5608	-2805	-1212	1	1	0.2878376822255172	0.3154430469533932	A	A
2807	2804	5614	5608	-2807	-1212	1	1	0.0399154693848397	0.024809866852586904	A	A
2809	2810	5618	5620	-2809	-1212	1	1	0.14766983186576943	0.1520372454774349	A	A
2810	2810	5620	5620	-2810	-1212	1	1	0.684725332764699	0.7025024851846564	A	A
2820	2822	5640	5644	-2820	-1212	1	1	0.8550979869528278	0.8710826164665462	A	A
2823	2822	5646	5644	-2823	-1212	1	1	0.4007907621325171	0.4283262058113855	A	A
2824	2822	5648	5644	-2824	-1212	1	1	0.7287013450203805	0.7588862688703896	A	A
2825	2827	5650	5654	-2825	-1212	1	1	0.8987222084653017	0.9027350063094405	A	A
2826	2827	5652	5654	-2826	-1212	1	1	0.3668237749619355	0.3976380625702378	A	A
2829	2827	5658	5654	-2829	-1212	1	1	0.7237087169095541	0.7386408776802375	A	A
2833	2833	5666	5666	-2833	-1212	1	1	0.21136671657003647	0.23168224529179748	A	A
2835	2833	5670	5666	-2835	-1212	1	1	0.6943242479790033	0.7191643211606201	A	A
2839	2839	5678	5678	-2839	-1212	1	1	0.43617982456244986	0.4824381759363401	A	A
2840	2839	5680	5678	-2840	-1212	1	1	0.8318035475103578	0.8457692599892734	A	A
2850	2851	5700	5702	-2850	-1212	1	1	0.3193565569200755	0.3328687627974606	A	A
2851	2851	5702	5702	-2851	-1212	1	1	0.12447295176888074	0.1179020570763114	A	A
2853	2851	5706	5702	-2853	-1212	1	1	0.22092090510159057	0.23168224529179748	A	A
2858	2856	5716	5712	-2858	-1212	1	1	0.35622545814320394	0.3976380625702378	A	A
2860	2862	5720	5724	-2860	-1212	1	1	0.7078364443074256	0.7191643211606201	A	A
2861	2862	5722	5724	-2861	-1212	1	1	0.5737527952201974	0.5979874343679255	A	A
2863	2862	5726	5724	-2863	-1212	1	1	0.5161274293653615	0.5468257337781519	A	A
2866	2868	5732	5736	-2866	-1212	1	1	0.1645017694674592	0.1642650866458556	A	A
2873	2874	5746	5748	-2873	-1212	1	1	0.46250145233195894	0.4982817158659174	A	A
2878	2879	5756	5758	-2878	-1212	1	1	0.57946737641328	0.5979874343679255	A	A
2880	2879	5760	5758	-2880	-1212	1	1	0.8028745802652135	0.8285385294664941	A	A
2888	2885	5776	5770	-2888	-1212	1	1	0.30041806839487084	0.3328687627974606	A	A
2892	2891	5784	5782	-2892	-1212	1	1	0.7260071841264228	0.7588862688703896	A	A
2894	2891	5788	5782	-2894	-1212	1	1	0.3645087968989289	0.3976380625702378	A	A
2900	2897	5800	5794	-2900	-1212	1	1	0.5330205647048041	0.5687152792565979	A	A
2902	2903	5804	5806	-2902	-1212	1	1	0.1332972525062096	0.1179020570763114	A	A
2908	2908	5816	5816	-2908	-1212	1	1	0.3807179486626584	0.41618841333222234	A	A
2913	2914	5826	5828	-2913	-1212	1	1	0.013812276922184674	0.008592140326145858	A	A
2915	2914	5830	5828	-2915	-1212	1	1	0.9523135796043803	0.9708335991200716	A	A
2916	2914	5832	5828	-2916	-1212	1	1	0.27299432792113487	0.2944125893639117	A	A
2917	2914	5834	5828	-2917	-1212	1	1	0.7137178351804702	0.7386408776802375	A	A
2919	2920	5838	5840	-2919	-1212	1	1	0.6511782090114945	0.6827160525262556	A	A
2922	2920	5844	5840	-2922	-1212	1	1	0.3422694005079018	0.3645500084328399	A	A
2924	2926	5848	5852	-2924	-1212	1	1	0.8869584292418783	0.9027350063094405	A	A
2925	2926	5850	5852	-2925	-1212	1	1	0.2493499185935114	0.27476148850200977	A	A
2927	2926	5854	5852	-2927	-1212	1	1	0.6948378362073488	0.7191643211606201	A	A
2928	2926	5856	5852	-2928	-1212	1	1	0.819847297240055	0.8285385294664941	A	A
2929	2926	5858	5852	-2929	-1212	1	1	0.5820991210204157	0.6131793130866995	A	A
2930	2932	5860	5864	-2930	-1212	1	1	0.22576243455655842	0.23168224529179748	A	A
2934	2932	5868	5864	-2934	-1212	1	1	0.8438894164422526	0.8457692599892734	A	A
2935	2937	5870	5874	-2935	-1212	1	1	0.7967828634156956	0.8055533991471695	A	A
2940	2937	5880	5874	-2940	-1212	1	1	0.35486039393746893	0.3837438429114993	A	A
2941	2943	5882	5886	-2941	-1212	1	1	0.6743973365264917	0.7025024851846564	A	A
2943	2943	5886	5886	-2943	-1212	1	1	0.5440961487108694	0.582537627789942	A	A
2944	2943	5888	5886	-2944	-1212	1	1	0.6430250350097577	0.6827160525262556	A	A
2948	2949	5896	5898	-2948	-1212	1	1	0.89544262482354	0.9027350063094405	A	A
2951	2949	5902	5898	-2951	-1212	1	1	0.08961712159800173	0.09631320509214214	A	A
2956	2955	5912	5910	-2956	-1212	1	1	0.6993592609471548	0.7191643211606201	A	A
2965	2966	5930	5932	-2965	-1212	1	1	0.6330983962969011	0.6618908494241688	A	A
2972	2972	5944	5944	-2972	-1212	1	1	0.6014095997912071	0.6336483877439453	A	A
2973	2972	5946	5944	-2973	-1212	1	1	0.5938881463791009	0.6336483877439453	A	A
2979	2978	5958	5956	-2979	-1212	1	1	0.2954272853726655	0.3154430469533932	A	A
2980	2978	5960	5956	-2980	-1212	1	1	0.4585114985170041	0.4982817158659174	A	A
2982	2984	5964	5968	-2982	-1212	1	1	0.9592682669570094	0.9708335991200716	A	A
2984	2984	5968	5968	-2984	-1212	1	1	0.9399309349936477	0.9550538593999985	A	A
2991	2989	5982	5978	-2991	-1212	1	1	0.976764546160686	0.985744768217679	A	A
2992	2989	5984	5978	-2992	-1212	1	1	0.9765079112002615	0.985744768217679	A	A
2993	2995	5986	5990	-2993	-1212	1	1	0.6263912658455544	0.6618908494241688	A	A
2994	2995	5988	5990	-2994	-1212	1	1	0.9598911929304759	0.985744768217679	A	A
2996	2995	5992	5990	-2996	-1212	1	1	0.043732657227711136	0.040223196869210165	A	A
2997	2995	5994	5990	-2997	-1212	1	1	0.024908417983905196	0.024809866852586904	A	A
3005	3007	6010	6014	-3005	-1212	1	1	0.4497183092947342	0.4824381759363401	B	B
3008	3007	6016	6014	-3008	-1212	1	1	0.5962993070450688	0.6336483877439453	B	B
3009	3007	6018	6014	-3009	-1212	1	1	0.8153711367146933	0.8285385294664941	B	B
3011	3013	6022	6026	-3011	-1212	1	1	0.8635006732695014	0.8710826164665462	B	B
3016	3018	6032	6036	-3016	-1212	1	1	0.12062058876616732	0.09631320509214214	B	B
3017	3018	6034	6036	-3017	-1212	1	1	0.3369646960747059	0.3645500084328399	B	B
3020	3018	6040	6036	-3020	-1212	1	1	0.9487810113316968	0.9708335991200716	B	B
3027	3024	6054	6048	-3027	-1212	1	1	0.7857447016877412	0.7922948059168434	B	B
3028	2700	6056	5400	-3028	-1212	1	1	0.9168550029900663	0.9201280995449436	B	B
3030	2700	6060	5400	-3030	-1212	1	1	0.26979375255287474	0.27476148850200977	B	B
3034	2706	6068	5412	-3034	-1212	1	1	0.17051876245785735	0.18513987923672703	B	B
3035	2706	6070	5412	-3035	-1212	1	1	0.16769559469292106	0.18513987923672703	B	B
3044	2712	6088	5424	-3044	-1212	1	1	0.3994271172644791	0.3837438429114993	B	B
3048	2717	6096	5434	-3048	-1212	1	1	0.8798645442955142	0.8839101610867179	B	B
3050	2717	6100	5434	-3050	-1212	1	1	0.7839636425492297	0.7588862688703896	B	B
3051	2723	6102	5446	-3051	-1212	1	1	0.932294217316768	0.940938327787818	B	B
3052	2723	6104	5446	-3052	-1212	1	1	0.15007681796774963	0.1642650866458556	B	B
3054	2723	6108	5446	-3054	-1212	1	1	0.6909214591116735	0.6482322739693153	B	B
3055	2723	6110	5446	-3055	-1212	1	1	0.5431367136931761	0.5200480604633302	B	B
3056	2723	6112	5446	-3056	-1212	1	1	0.7754411234267139	0.7588862688703896	B	B
3057	2729	6114	5458	-3057	-1212	1	1	0.905108928932622	0.9027350063094405	B	B
3061	2729	6122	5458	-3061	-1212	1	1	0.7083654459653543	0.6827160525262556	B	B
3062	2729	6124	5458	-3062	-1212	1	1	0.3185749749719061	0.3154430469533932	B	B
3063	2735	6126	5470	-3063	-1212	1	1	0.48542329527864625	0.47641504446250105	B	B
3064	2735	6128	5470	-3064	-1212	1	1	0.22044840056665393	0.22041899908405316	B	B
3066	2735	6132	5470	-3066	-1212	1	1	0.6378200445278971	0.5979874343679255	B	B
3068	2735	6136	5470	-3068	-1212	1	1	0.12357894048372264	0.1520372454774349	B	B
3069	2741	6138	5482	-3069	-1212	1	1	0.41618841333222234	0.41618841333222234	B	B
3077	2746	6154	5492	-3077	-1212	1	1	0.8663300096346206	0.8710826164665462	B	B
3079	2746	6158	5492	-3079	-1212	1	1	0.11531685729161667	0.13575200988301828	B	B
3080	2752	6160	5504	-3080	-1212	1	1	0.05758780040673095	0.062353353740606354	B	B
3082	2752	6164	5504	-3082	-1212	1	1	0.8722199892558758	0.8839101610867179	B	B
3083	2752	6166	5504	-3083	-1212	1	1	0.9228769316262159	0.940938327787818	B	B
3085	2752	6170	5504	-3085	-1212	1	1	0.3841031461351997	0.3645500084328399	B	B
3086	2758	6172	5516	-3086	-1212	1	1	0.8400992695234832	0.8457692599892734	B	B
3089	2758	6178	5516	-3089	-1212	1	1	0.4045568316017183	0.3976380625702378	B	B
3090	2758	6180	5516	-3090	-1212	1	1	0.35278607485124547	0.350578695746261	B	B
3092	2764	6184	5528	-3092	-1212	1	1	0.8349200015437948	0.8285385294664941	B	B
3093	2764	6186	5528	-3093	-1212	1	1	0.37292148774050005	0.3645500084328399	B	B
3095	2764	6190	5528	-3095	-1212	1	1	0.08088797754070887	0.07522454865778105	B	B
3100	2769	6200	5538	-3100	-1212	1	1	0.36575757676519316	0.350578695746261	B	B
3101	2769	6202	5538	-3101	-1212	1	1	0.4945470063519961	0.4824381759363401	B	B
3109	2781	6218	5562	-3109	-1212	1	1	0.26319878434538224	0.25854697252696457	B	B
3113	2781	6226	5562	-3113	-1212	1	1	0.8489270010144694	0.8457692599892734	B	B
3117	2787	6234	5574	-3117	-1212	1	1	0.4161917942325576	0.41618841333222234	B	B
3122	2793	6244	5586	-3122	-1212	1	1	0.06310108242091728	0.062353353740606354	B	B
3131	2798	6262	5596	-3131	-1212	1	1	0.15880038917213735	0.18513987923672703	B	B
3137	2804	6274	5608	-3137	-1212	1	1	0.6758373116923502	0.6336483877439453	B	B
3138	2810	6276	5620	-3138	-1212	1	1	0.4425832116128404	0.4283262058113855	B	B
3139	2810	6278	5620	-3139	-1212	1	1	0.7711605137132457	0.7386408776802375	B	B
3141	2810	6282	5620	-3141	-1212	1	1	0.5031743707461093	0.4824381759363401	B	B
3143	2810	6286	5620	-3143	-1212	1	1	0.23519430891953375	0.23168224529179748	B	B
3147	2816	6294	5632	-3147	-1212	1	1	0.9155613477008325	0.9201280995449436	B	B
3151	2822	6302	5644	-3151	-1212	1	1	0.7025755670340893	0.6827160525262556	B	B
3153	2822	6306	5644	-3153	-1212	1	1	0.2135824209530678	0.22041899908405316	B	B
3156	2827	6312	5654	-3156	-1212	1	1	0.846289371656184	0.8457692599892734	B	B
3160	2827	6320	5654	-3160	-1212	1	1	0.8672884043614861	0.8710826164665462	B	B
3161	2833	6322	5666	-3161	-1212	1	1	0.3355837913235179	0.3154430469533932	B	B
3162	2833	6324	5666	-3162	-1212	1	1	0.10499669520041788	0.1179020570763114	B	B
3163	2833	6326	5666	-3163	-1212	1	1	0.9742451204642707	0.985744768217679	B	B
3172	2839	6344	5678	-3172	-1212	1	1	0.5887136012828376	0.5468257337781519	B	B
3176	2845	6352	5690	-3176	-1212	1	1	0.43813325685605964	0.4283262058113855	B	B
3180	2851	6360	5702	-3180	-1212	1	1	0.7830627105971548	0.7588862688703896	B	B
3185	2856	6370	5712	-3185	-1212	1	1	0.9183957163951614	0.9201280995449436	B	B
3186	2856	6372	5712	-3186	-1212	1	1	0.9121519887662062	0.9201280995449436	B	B
3187	2856	6374	5712	-3187	-1212	1	1	0.6322866272061181	0.582537627789942	B	B
3194	2862	6388	5724	-3194	-1212	1	1	0.6023603902674065	0.5687152792565979	B	B
3196	2868	6392	5736	-3196	-1212	1	1	0.9507594136305302	0.9550538593999985	B	B
3203	2874	6406	5748	-3203	-1212	1	1	0.5502478610443113	0.5200480604633302	B	B
3211	2879	6422	5758	-3211	-1212	1	1	0.937377933233982	0.9550538593999985	B	B
3212	2879	6424	5758	-3212	-1212	1	1	0.5030360893974264	0.4824381759363401	B	B
3214	2885	6428	5770	-3214	-1212	1	1	0.5122928143955998	0.4982817158659174	B	B
3217	2885	6434	5770	-3217	-1212	1	1	0.8712185207275313	0.8839101610867179	B	B
3224	2891	6448	5782	-3224	-1212	1	1	0.36774203115454474	0.3645500084328399	B	B
3225	2897	6450	5794	-3225	-1212	1	1	0.9704421535112314	0.985744768217679	B	B
3227	2897	6454	5794	-3227	-1212	1	1	0.7015434004816016	0.6618908494241688	B	B
3228	2897	6456	5794	-3228	-1212	1	1	0.6036229366852855	0.5687152792565979	B	B
3233	2903	6466	5806	-3233	-1212	1	1	0.45443658440763757	0.45243048498421456	B	B
3237	2908	6474	5816	-3237	-1212	1	1	0.09199356174701812	0.09631320509214214	B	B
3238	2908	6476	5816	-3238	-1212	1	1	0.17047906306634764	0.18513987923672703	B	B
3241	2908	6482	5816	-3241	-1212	1	1	0.882735624891542	0.8839101610867179	B	B
3242	2914	6484	5828	-3242	-1212	1	1	0.45952995668531527	0.45243048498421456	B	B
3247	2914	6494	5828	-3247	-1212	1	1	0.41314720228200774	0.41618841333222234	B	B
3249	2920	6498	5840	-3249	-1212	1	1	0.18492286274031355	0.20132664405148248	B	B
3253	2920	6506	5840	-3253	-1212	1	1	0.9351560275197172	0.940938327787818	B	B
3257	2926	6514	5852	-3257	-1212	1	1	0.054651769757260715	0.062353353740606354	B	B
3260	2932	6520	5864	-3260	-1212	1	1	0.4857514195700484	0.47641504446250105	B	B
3261	2932	6522	5864	-3261	-1212	1	1	0.3307368524175702	0.3154430469533932	B	B
3270	2937	6540	5874	-3270	-1212	1	1	0.11751798969511407	0.13575200988301828	B	B
3276	2943	6552	5886	-3276	-1212	1	1	0.006258676505659921	0.008592140326145858	B	B
3277	2949	6554	5898	-3277	-1212	1	1	0.7491656192195024	0.7191643211606201	B	B
3278	2949	6556	5898	-3278	-1212	1	1	0.07370669678908259	0.07522454865778105	B	B
3281	2949	6562	5898	-3281	-1212	1	1	0.7901177799527717	0.7741845154294321	B	B
3282	2949	6564	5898	-3282	-1212	1	1	0.33744244192164674	0.3328687627974606	B	B
3286	2955	6572	5910	-3286	-1212	1	1	0.6752897876820032	0.6336483877439453	B	B
3288	2955	6576	5910	-3288	-1212	1	1	0.0029755694548720957	0.008592140326145858	B	B
3295	2966	6590	5932	-3295	-1212	1	1	0.02004305708034737	0.024809866852586904	B	B
3297	2966	6594	5932	-3297	-1212	1	1	0.7071788502853552	0.6827160525262556	B	B
3298	2966	6596	5932	-3298	-1212	1	1	0.8927680870943646	0.9027350063094405	B	B
3302	2972	6604	5944	-3302	-1212	1	1	0.6936429447635433	0.6618908494241688	B	B
3303	2972	6606	5944	-3303	-1212	1	1	0.29371442979304085	0.2944125893639117	B	B
3307	2978	6614	5956	-3307	-1212	1	1	0.08139052448728146	0.07522454865778105	B	B
3308	2978	6616	5956	-3308	-1212	1	1	0.7540952252090461	0.7191643211606201	B	B
3312	2984	6624	5968	-3312	-1212	1	1	0.4283262058113855	0.4283262058113855	B	B
3314	2984	6628	5968	-3314	-1212	1	1	0.28806420999376225	0.2944125893639117	B	B
3315	2984	6630	5968	-3315	-1212	1	1	0.11257148497470193	0.1179020570763114	B	B
3320	2989	6640	5978	-3320	-1212	1	1	0.8019592883423386	0.7922948059168434	B	B
3323	2995	6646	5990	-3323	-1212	1	1	0.594810603321262	0.5468257337781519	B	B
3325	2995	6650	5990	-3325	-1212	1	1	0.8063012450273596	0.7922948059168434	B	B
3326	2995	6652	5990	-3326	-1212	1	1	0.6424268503869661	0.5979874343679255	B	B
3327	2995	6654	5990	-3327	-1212	1	1	0.5081174039563506	0.4824381759363401	B	B
3334	3001	6668	6002	-3334	-1212	1	1	0.8981486293592772	0.9027350063094405	B	B
3341	3013	6682	6026	-3341	-1212	1	1	0.5429187277565098	0.5200480604633302	B	B
3343	3013	6686	6026	-3343	-1212	1	1	0.13292407029965814	0.1520372454774349	B	B
3345	3013	6690	6026	-3345	-1212	1	1	0.452709789362854	0.45243048498421456	B	B
3347	3018	6694	6036	-3347	-1212	1	1	0.7639160129105484	0.7386408776802375	B	B
3352	3024	6704	6048	-3352	-1212	1	1	0.10358875184656513	0.1179020570763114	B	B
3354	3024	6708	6048	-3354	-1212	1	1	0.9651287318986312	0.9708335991200716	B	B
3357	3024	6714	6048	-3357	-1212	1	1	0.027687514841401084	0.024809866852586904	B	B
3362	2700	6724	5400	-3362	-1212	1	1	0.6465772603051364	0.6827160525262556	B	B
3363	2700	6726	5400	-3363	-1212	1	1	0.876649629385375	0.9027350063094405	B	B
3364	2706	6728	5412	-3364	-1212	1	1	0.22633910277716285	0.25854697252696457	B	B
3365	2706	6730	5412	-3365	-1212	1	1	0.07530001330986325	0.07522454865778105	B	B
3368	2706	6736	5412	-3368	-1212	1	1	0.43762312275436077	0.5200480604633302	B	B
3369	2706	6738	5412	-3369	-1212	1	1	0.46588915944606035	0.5364676566761873	B	B
3371	2712	6742	5424	-3371	-1212	1	1	0.9383749460845524	0.9550538593999985	B	B
3375	2717	6750	5434	-3375	-1212	1	1	0.11954449714951898	0.1520372454774349	B	B
3382	2723	6764	5446	-3382	-1212	1	1	0.07713703554536933	0.07522454865778105	B	B
3384	2723	6768	5446	-3384	-1212	1	1	0.8377051453183785	0.8457692599892734	B	B
3402	2741	6804	5482	-3402	-1212	1	1	0.08621444608056539	0.09631320509214214	B	B
3404	2746	6808	5492	-3404	-1212	1	1	0.23565172557006853	0.27476148850200977	B	B
3405	2746	6810	5492	-3405	-1212	1	1	0.3191243285074369	0.3837438429114993	B	B
3406	2746	6812	5492	-3406	-1212	1	1	0.023009098233192193	0.024809866852586904	B	B
3408	2746	6816	5492	-3408	-1212	1	1	0.062353353740606354	0.062353353740606354	B	B
3411	2752	6822	5504	-3411	-1212	1	1	0.007698729894660805	0.008592140326145858	B	B
3417	2758	6834	5516	-3417	-1212	1	1	0.28105415458679706	0.3328687627974606	B	B
3418	2758	6836	5516	-3418	-1212	1	1	0.25283212331939553	0.2944125893639117	B	B
3425	2764	6850	5528	-3425	-1212	1	1	0.1318711396382417	0.1642650866458556	B	B
3426	2764	6852	5528	-3426	-1212	1	1	0.6537634576904304	0.6827160525262556	B	B
3430	2769	6860	5538	-3430	-1212	1	1	0.29146284811503276	0.350578695746261	B	B
3432	2769	6864	5538	-3432	-1212	1	1	0.24972898781511776	0.2944125893639117	B	B
3433	2775	6866	5550	-3433	-1212	1	1	0.4574233661120837	0.5364676566761873	B	B
3437	2775	6874	5550	-3437	-1212	1	1	0.16073724017002722	0.18513987923672703	B	B
3440	2781	6880	5562	-3440	-1212	1	1	0.21056928871326264	0.25854697252696457	B	B
3441	2781	6882	5562	-3441	-1212	1	1	0.9466768153060681	0.9550538593999985	B	B
3451	2793	6902	5586	-3451	-1212	1	1	0.11211952438958117	0.13575200988301828	B	B
3452	2793	6904	5586	-3452	-1212	1	1	0.8700981747402418	0.8839101610867179	B	B
3453	2793	6906	5586	-3453	-1212	1	1	0.6723717891715603	0.7025024851846564	B	B
3458	2798	6916	5596	-3458	-1212	1	1	0.3539560749394547	0.3976380625702378	B	B
3460	2798	6920	5596	-3460	-1212	1	1	0.023346502065889063	0.024809866852586904	B	B
3470	2810	6940	5620	-3470	-1212	1	1	0.6843945224457676	0.7191643211606201	B	B
3471	2810	6942	5620	-3471	-1212	1	1	0.3016895026790586	0.3645500084328399	B	B
3473	2810	6946	5620	-3473	-1212	1	1	0.8086394318102647	0.8055533991471695	B	B
3476	2816	6952	5632	-3476	-1212	1	1	0.40679182087649435	0.4824381759363401	B	B
3480	2822	6960	5644	-3480	-1212	1	1	0.28480342022502925	0.350578695746261	B	B
3483	2822	6966	5644	-3483	-1212	1	1	0.37604822116243275	0.4283262058113855	B	B
3485	2822	6970	5644	-3485	-1212	1	1	0.8232857926273147	0.8285385294664941	B	B
3490	2827	6980	5654	-3490	-1212	1	1	0.21922750158394633	0.25854697252696457	B	B
3491	2827	6982	5654	-3491	-1212	1	1	0.7529876612825923	0.7741845154294321	B	B
3501	2839	7002	5678	-3501	-1212	1	1	0.08928413521027267	0.09631320509214214	B	B
3502	2839	7004	5678	-3502	-1212	1	1	0.27512407791247806	0.3328687627974606	B	B
3503	2845	7006	5690	-3503	-1212	1	1	0.05101623355305196	0.040223196869210165	B	B
3506	2845	7012	5690	-3506	-1212	1	1	0.12128059908825062	0.1520372454774349	B	B
3511	2851	7022	5702	-3511	-1212	1	1	0.8211243082952456	0.8285385294664941	B	B
3512	2851	7024	5702	-3512	-1212	1	1	0.2041336155053679	0.23168224529179748	B	B
3513	2851	7026	5702	-3513	-1212	1	1	0.8055835311140402	0.8055533991471695	B	B
3517	2856	7034	5712	-3517	-1212	1	1	0.41053053056351596	0.4982817158659174	B	B
3518	2856	7036	5712	-3518	-1212	1	1	0.4417906983646924	0.5364676566761873	B	B
3519	2856	7038	5712	-3519	-1212	1	1	0.09972389694552841	0.1179020570763114	B	B
3520	2856	7040	5712	-3520	-1212	1	1	0.37294550797978543	0.4283262058113855	B	B
3523	2862	7046	5724	-3523	-1212	1	1	0.6924472862413044	0.7191643211606201	B	B
3524	2862	7048	5724	-3524	-1212	1	1	0.12566411256431043	0.1642650866458556	B	B
3525	2862	7050	5724	-3525	-1212	1	1	0.8768971732492601	0.9027350063094405	B	B
3534	2874	7068	5748	-3534	-1212	1	1	0.7054416392383768	0.7386408776802375	B	B
3535	2874	7070	5748	-3535	-1212	1	1	0.7349893752028991	0.7588862688703896	B	B
3538	2879	7076	5758	-3538	-1212	1	1	0.8263574493028311	0.8457692599892734	B	B
3540	2879	7080	5758	-3540	-1212	1	1	0.9831587389476137	0.985744768217679	B	B
3550	2891	7100	5782	-3550	-1212	1	1	0.6489625057970303	0.6827160525262556	B	B
3551	2891	7102	5782	-3551	-1212	1	1	0.16008928508406972	0.18513987923672703	B	B
3556	2897	7112	5794	-3556	-1212	1	1	0.03410276983140692	0.040223196869210165	B	B
3557	2897	7114	5794	-3557	-1212	1	1	0.9489214605476916	0.9550538593999985	B	B
3559	2897	7118	5794	-3559	-1212	1	1	0.38439179027702375	0.45243048498421456	B	B
3561	2903	7122	5806	-3561	-1212	1	1	0.0019578484787472483	0.008592140326145858	B	B
3565	2903	7130	5806	-3565	-1212	1	1	0.24579831738325475	0.27476148850200977	B	B
3567	2908	7134	5816	-3567	-1212	1	1	0.35962469594905955	0.41618841333222234	B	B
3570	2908	7140	5816	-3570	-1212	1	1	0.39368118633415405	0.45243048498421456	B	B
3573	2914	7146	5828	-3573	-1212	1	1	0.07787349203294058	0.07522454865778105	B	B
3577	2914	7154	5828	-3577	-1212	1	1	0.7281087150490224	0.7588862688703896	B	B
3578	2914	7156	5828	-3578	-1212	1	1	0.4021237927516961	0.4824381759363401	B	B
3579	2920	7158	5840	-3579	-1212	1	1	0.6920152796595797	0.7191643211606201	B	B
3580	2920	7160	5840	-3580	-1212	1	1	0.9174932712089378	0.940938327787818	B	B
3581	2920	7162	5840	-3581	-1212	1	1	0.8904640325671005	0.9201280995449436	B	B
3584	2926	7168	5852	-3584	-1212	1	1	0.8181496023660045	0.8285385294664941	B	B
3586	2926	7172	5852	-3586	-1212	1	1	0.087076613480776	0.09631320509214214	B	B
3590	2932	7180	5864	-3590	-1212	1	1	0.7795659131406599	0.7922948059168434	B	B
3594	2932	7188	5864	-3594	-1212	1	1	0.6597253568943231	0.6827160525262556	B	B
3595	2932	7190	5864	-3595	-1212	1	1	0.8100070499773091	0.8055533991471695	B	B
