Feature_A_(i),Feature_A_(i)-noConstant_Feature,Feature_B_(2i),Feature_B_(2i)-noConstant_Feature,Feature_C_(-i),Feature_C_(-i)-noConstant_Feature,Constant_Feature,Constant_Feature-noConstant_Feature,Random_Feature,Random_Feature-noConstant_Feature,Outcome,Outcome-noConstant_Feature
2306,2306,4612,4612,-2306,-2306,1,1,0.48447964172583835,0.48447964172583835,A,A
2308,2308,4616,4616,-2308,-2308,1,1,0.0340154027983991,0.0340154027983991,A,A
2309,2309,4618,4618,-2309,-2309,1,1,0.05742712868123301,0.05742712868123301,A,A
2314,2314,4628,4628,-2314,-2314,1,1,0.865712696442094,0.865712696442094,A,A
2318,2318,4636,4636,-2318,-2318,1,1,0.47873833018348566,0.47873833018348566,A,A
2325,2325,4650,4650,-2325,-2325,1,1,0.3154430469533932,0.3154430469533932,A,A
2330,2330,4660,4660,-2330,-2330,1,1,0.372600812028543,0.372600812028543,A,A
2331,2331,4662,4662,-2331,-2331,1,1,0.3169296140015879,0.3169296140015879,A,A
2332,2332,4664,4664,-2332,-2332,1,1,0.47038190487882414,0.47038190487882414,A,A
2333,2333,4666,4666,-2333,-2333,1,1,0.9649130502984313,0.9649130502984313,A,A
2334,2334,4668,4668,-2334,-2334,1,1,0.36652192721588106,0.36652192721588106,A,A
2335,2335,4670,4670,-2335,-2335,1,1,0.3182648616241628,0.3182648616241628,A,A
2341,2341,4682,4682,-2341,-2341,1,1,0.5900165795953535,0.5900165795953535,A,A
2344,2344,4688,4688,-2344,-2344,1,1,0.4531858568625773,0.4531858568625773,A,A
2346,2346,4692,4692,-2346,-2346,1,1,0.7699436007873152,0.7699436007873152,A,A
2347,2347,4694,4694,-2347,-2347,1,1,0.28208168514396326,0.28208168514396326,A,A
2348,2348,4696,4696,-2348,-2348,1,1,0.6160356903510849,0.6160356903510849,A,A
2349,2349,4698,4698,-2349,-2349,1,1,0.7163868332570547,0.7163868332570547,A,A
2353,2353,4706,4706,-2353,-2353,1,1,0.11559078266672629,0.11559078266672629,A,A
2354,2354,4708,4708,-2354,-2354,1,1,0.2678009163647116,0.2678009163647116,A,A
2356,2356,4712,4712,-2356,-2356,1,1,0.07290586614001149,0.07290586614001149,A,A
2357,2357,4714,4714,-2357,-2357,1,1,0.16136576392722024,0.16136576392722024,A,A
2366,2366,4732,4732,-2366,-2366,1,1,0.42046771373879566,0.42046771373879566,A,A
2372,2372,4744,4744,-2372,-2372,1,1,0.5744314001558449,0.5744314001558449,A,A
2374,2374,4748,4748,-2374,-2374,1,1,0.533800378935939,0.533800378935939,A,A
2376,2376,4752,4752,-2376,-2376,1,1,0.4019431244499371,0.4019431244499371,A,A
2382,2382,4764,4764,-2382,-2382,1,1,0.5439424940758666,0.5439424940758666,A,A
2383,2383,4766,4766,-2383,-2383,1,1,0.45548864802211086,0.45548864802211086,A,A
2384,2384,4768,4768,-2384,-2384,1,1,0.21951573057233498,0.21951573057233498,A,A
2386,2386,4772,4772,-2386,-2386,1,1,0.21895356266195087,0.21895356266195087,A,A
2391,2391,4782,4782,-2391,-2391,1,1,0.5433257981157731,0.5433257981157731,A,A
2394,2394,4788,4788,-2394,-2394,1,1,0.7388850834237064,0.7388850834237064,A,A
2395,2395,4790,4790,-2395,-2395,1,1,0.6103122571323334,0.6103122571323334,A,A
2397,2397,4794,4794,-2397,-2397,1,1,0.7585005211684226,0.7585005211684226,A,A
2399,2399,4798,4798,-2399,-2399,1,1,0.5998597181548605,0.5998597181548605,A,A
2406,2406,4812,4812,-2406,-2406,1,1,0.550589755450354,0.550589755450354,A,A
2410,2410,4820,4820,-2410,-2410,1,1,0.1402634013279782,0.1402634013279782,A,A
2414,2414,4828,4828,-2414,-2414,1,1,0.01401207486535816,0.01401207486535816,A,A
2418,2418,4836,4836,-2418,-2418,1,1,0.38109857737481256,0.38109857737481256,A,A
2425,2425,4850,4850,-2425,-2425,1,1,0.7727866514909925,0.7727866514909925,A,A
2426,2426,4852,4852,-2426,-2426,1,1,0.8788835695849824,0.8788835695849824,A,A
2430,2430,4860,4860,-2430,-2430,1,1,0.4923823957867821,0.4923823957867821,A,A
2433,2433,4866,4866,-2433,-2433,1,1,0.7395608564227873,0.7395608564227873,A,A
2439,2439,4878,4878,-2439,-2439,1,1,0.7037152611276413,0.7037152611276413,A,A
2443,2443,4886,4886,-2443,-2443,1,1,0.39355000942921325,0.39355000942921325,A,A
2444,2444,4888,4888,-2444,-2444,1,1,0.5143399812434879,0.5143399812434879,A,A
2447,2447,4894,4894,-2447,-2447,1,1,0.63731825461956,0.63731825461956,A,A
2448,2448,4896,4896,-2448,-2448,1,1,0.4840484003166635,0.4840484003166635,A,A
2449,2449,4898,4898,-2449,-2449,1,1,0.012959269488449388,0.012959269488449388,A,A
2452,2452,4904,4904,-2452,-2452,1,1,0.2716334995050571,0.2716334995050571,A,A
2454,2454,4908,4908,-2454,-2454,1,1,0.38456677260483607,0.38456677260483607,A,A
2458,2458,4916,4916,-2458,-2458,1,1,0.699837451626885,0.699837451626885,A,A
2471,2471,4942,4942,-2471,-2471,1,1,0.6343039000779876,0.6343039000779876,A,A
2474,2474,4948,4948,-2474,-2474,1,1,0.431396299682252,0.431396299682252,A,A
2478,2478,4956,4956,-2478,-2478,1,1,0.6421774121431184,0.6421774121431184,A,A
2484,2484,4968,4968,-2484,-2484,1,1,0.49211483086776187,0.49211483086776187,A,A
2486,2486,4972,4972,-2486,-2486,1,1,0.5404889405222474,0.5404889405222474,A,A
2495,2495,4990,4990,-2495,-2495,1,1,0.1668012742954672,0.1668012742954672,A,A
2498,2498,4996,4996,-2498,-2498,1,1,0.9556298169924625,0.9556298169924625,A,A
2501,2501,5002,5002,-2501,-2501,1,1,0.16815587159573886,0.16815587159573886,A,A
2502,2502,5004,5004,-2502,-2502,1,1,0.7957322436214088,0.7957322436214088,A,A
2507,2507,5014,5014,-2507,-2507,1,1,0.9248799440313333,0.9248799440313333,A,A
2508,2508,5016,5016,-2508,-2508,1,1,0.5368436790505414,0.5368436790505414,A,A
2509,2509,5018,5018,-2509,-2509,1,1,0.5336993725849173,0.5336993725849173,A,A
2510,2510,5020,5020,-2510,-2510,1,1,0.3793754571638981,0.3793754571638981,A,A
2518,2518,5036,5036,-2518,-2518,1,1,0.5101158859464436,0.5101158859464436,A,A
2525,2525,5050,5050,-2525,-2525,1,1,0.4388589314668436,0.4388589314668436,A,A
2526,2526,5052,5052,-2526,-2526,1,1,0.6875972018007958,0.6875972018007958,A,A
2527,2527,5054,5054,-2527,-2527,1,1,0.6610533186069691,0.6610533186069691,A,A
2528,2528,5056,5056,-2528,-2528,1,1,0.13472378913785632,0.13472378913785632,A,A
2529,2529,5058,5058,-2529,-2529,1,1,0.7185098056820005,0.7185098056820005,A,A
2530,2530,5060,5060,-2530,-2530,1,1,0.24876433835960166,0.24876433835960166,A,A
2536,2536,5072,5072,-2536,-2536,1,1,0.5297103127576981,0.5297103127576981,A,A
2538,2538,5076,5076,-2538,-2538,1,1,0.12569059834687446,0.12569059834687446,A,A
2539,2539,5078,5078,-2539,-2539,1,1,0.7437774617672985,0.7437774617672985,A,A
2541,2541,5082,5082,-2541,-2541,1,1,0.6066178139782963,0.6066178139782963,A,A
2547,2547,5094,5094,-2547,-2547,1,1,0.3381624351363691,0.3381624351363691,A,A
2551,2551,5102,5102,-2551,-2551,1,1,0.5165139897870288,0.5165139897870288,A,A
2555,2555,5110,5110,-2555,-2555,1,1,0.6675387656342376,0.6675387656342376,A,A
2560,2560,5120,5120,-2560,-2560,1,1,0.24343617049608934,0.24343617049608934,A,A
2561,2561,5122,5122,-2561,-2561,1,1,0.3736980532574461,0.3736980532574461,A,A
2564,2564,5128,5128,-2564,-2564,1,1,0.7202163401789557,0.7202163401789557,A,A
2565,2565,5130,5130,-2565,-2565,1,1,0.4581322618983782,0.4581322618983782,A,A
2566,2566,5132,5132,-2566,-2566,1,1,0.8765027039576112,0.8765027039576112,A,A
2569,2569,5138,5138,-2569,-2569,1,1,0.588182585641356,0.588182585641356,A,A
2576,2576,5152,5152,-2576,-2576,1,1,0.6865368730584025,0.6865368730584025,A,A
2578,2578,5156,5156,-2578,-2578,1,1,0.2337308036517125,0.2337308036517125,A,A
2585,2585,5170,5170,-2585,-2585,1,1,0.9257488026247249,0.9257488026247249,A,A
2591,2591,5182,5182,-2591,-2591,1,1,0.962445345605316,0.962445345605316,A,A
2592,2592,5184,5184,-2592,-2592,1,1,0.8300845316825715,0.8300845316825715,A,A
2593,2593,5186,5186,-2593,-2593,1,1,0.48389073235160185,0.48389073235160185,A,A
2604,2604,5208,5208,-2604,-2604,1,1,0.6403485791625139,0.6403485791625139,A,A
2610,2610,5220,5220,-2610,-2610,1,1,0.9790465074466663,0.9790465074466663,A,A
2611,2611,5222,5222,-2611,-2611,1,1,0.3071853162048227,0.3071853162048227,A,A
2619,2619,5238,5238,-2619,-2619,1,1,0.5712996022262311,0.5712996022262311,A,A
2627,2627,5254,5254,-2627,-2627,1,1,0.08051149710684269,0.08051149710684269,A,A
2629,2629,5258,5258,-2629,-2629,1,1,0.16365119012537765,0.16365119012537765,A,A
2631,2631,5262,5262,-2631,-2631,1,1,0.1554025124723134,0.1554025124723134,A,A
2632,2632,5264,5264,-2632,-2632,1,1,0.9266842226852398,0.9266842226852398,A,A
2636,2636,5272,5272,-2636,-2636,1,1,0.04253511179091729,0.04253511179091729,A,A
2637,2637,5274,5274,-2637,-2637,1,1,0.7077429671131786,0.7077429671131786,A,A
2639,2639,5278,5278,-2639,-2639,1,1,0.7365337689829003,0.7365337689829003,A,A
2646,2646,5292,5292,-2646,-2646,1,1,0.028015015477000138,0.028015015477000138,A,A
2647,2647,5294,5294,-2647,-2647,1,1,0.6549607743496783,0.6549607743496783,A,A
2650,2650,5300,5300,-2650,-2650,1,1,0.8984950826829937,0.8984950826829937,A,A
2657,2657,5314,5314,-2657,-2657,1,1,0.46023847410677976,0.46023847410677976,A,A
2658,2658,5316,5316,-2658,-2658,1,1,0.2127886115509836,0.2127886115509836,A,A
2660,2660,5320,5320,-2660,-2660,1,1,0.44871486758119217,0.44871486758119217,A,A
2661,2661,5322,5322,-2661,-2661,1,1,0.8133704136901264,0.8133704136901264,A,A
2666,2666,5332,5332,-2666,-2666,1,1,0.6387168445485756,0.6387168445485756,A,A
2667,2667,5334,5334,-2667,-2667,1,1,0.1804756786069064,0.1804756786069064,A,A
2669,2669,5338,5338,-2669,-2669,1,1,0.7783569296964757,0.7783569296964757,A,A
2672,2672,5344,5344,-2672,-2672,1,1,0.8819007915062904,0.8819007915062904,A,A
2673,2673,5346,5346,-2673,-2673,1,1,0.24658521416749646,0.24658521416749646,A,A
2676,2676,5352,5352,-2676,-2676,1,1,0.500505292807991,0.500505292807991,A,A
2677,2677,5354,5354,-2677,-2677,1,1,0.7293762170614305,0.7293762170614305,A,A
2680,2680,5360,5360,-2680,-2680,1,1,0.1680945159208186,0.1680945159208186,A,A
2682,2682,5364,5364,-2682,-2682,1,1,0.5795657274251583,0.5795657274251583,A,A
2683,2683,5366,5366,-2683,-2683,1,1,0.3037882265834255,0.3037882265834255,A,A
2684,2684,5368,5368,-2684,-2684,1,1,0.9031895261835828,0.9031895261835828,A,A
2702,2702,5404,5404,-2702,-2702,1,1,0.8012939799076298,0.8012939799076298,A,A
2703,2703,5406,5406,-2703,-2703,1,1,0.5701232000810401,0.5701232000810401,A,A
2704,2704,5408,5408,-2704,-2704,1,1,0.8275323960310688,0.8275323960310688,A,A
2709,2709,5418,5418,-2709,-2709,1,1,0.42412300668948666,0.42412300668948666,A,A
2716,2716,5432,5432,-2716,-2716,1,1,0.2723168131505349,0.2723168131505349,A,A
2718,2718,5436,5436,-2718,-2718,1,1,0.5140601191991092,0.5140601191991092,A,A
2720,2720,5440,5440,-2720,-2720,1,1,0.716947202664793,0.716947202664793,A,A
2724,2724,5448,5448,-2724,-2724,1,1,0.539317515915914,0.539317515915914,A,A
2725,2725,5450,5450,-2725,-2725,1,1,0.15734528396828285,0.15734528396828285,A,A
2731,2731,5462,5462,-2731,-2731,1,1,0.7947567860166941,0.7947567860166941,A,A
2732,2732,5464,5464,-2732,-2732,1,1,0.6010801818297241,0.6010801818297241,A,A
2733,2733,5466,5466,-2733,-2733,1,1,0.3539703598964926,0.3539703598964926,A,A
2735,2735,5470,5470,-2735,-2735,1,1,0.4522080285165685,0.4522080285165685,A,A
2741,2741,5482,5482,-2741,-2741,1,1,0.6285168208261955,0.6285168208261955,A,A
2742,2742,5484,5484,-2742,-2742,1,1,0.054314839606805165,0.054314839606805165,A,A
2743,2743,5486,5486,-2743,-2743,1,1,0.8674547864236402,0.8674547864236402,A,A
2744,2744,5488,5488,-2744,-2744,1,1,0.5943882696375317,0.5943882696375317,A,A
2745,2745,5490,5490,-2745,-2745,1,1,0.9083097629854495,0.9083097629854495,A,A
2746,2746,5492,5492,-2746,-2746,1,1,0.3407350287120624,0.3407350287120624,A,A
2747,2747,5494,5494,-2747,-2747,1,1,0.9188010861780496,0.9188010861780496,A,A
2751,2751,5502,5502,-2751,-2751,1,1,0.5972293489941417,0.5972293489941417,A,A
2753,2753,5506,5506,-2753,-2753,1,1,0.19963457913657,0.19963457913657,A,A
2755,2755,5510,5510,-2755,-2755,1,1,0.041779899630332795,0.041779899630332795,A,A
2758,2758,5516,5516,-2758,-2758,1,1,0.6328282483799814,0.6328282483799814,A,A
2759,2759,5518,5518,-2759,-2759,1,1,0.24710278287710197,0.24710278287710197,A,A
2761,2761,5522,5522,-2761,-2761,1,1,0.4521002010241132,0.4521002010241132,A,A
2764,2764,5528,5528,-2764,-2764,1,1,0.21813640466659445,0.21813640466659445,A,A
2766,2766,5532,5532,-2766,-2766,1,1,0.7608671979091871,0.7608671979091871,A,A
2768,2768,5536,5536,-2768,-2768,1,1,0.7258608699810172,0.7258608699810172,A,A
2773,2773,5546,5546,-2773,-2773,1,1,0.0717591336447323,0.0717591336447323,A,A
2774,2774,5548,5548,-2774,-2774,1,1,0.33038265722856075,0.33038265722856075,A,A
2775,2775,5550,5550,-2775,-2775,1,1,0.9189631265258031,0.9189631265258031,A,A
2780,2780,5560,5560,-2780,-2780,1,1,0.21043307902811736,0.21043307902811736,A,A
2781,2781,5562,5562,-2781,-2781,1,1,0.1616237791193622,0.1616237791193622,A,A
2783,2783,5566,5566,-2783,-2783,1,1,0.761817836316891,0.761817836316891,A,A
2787,2787,5574,5574,-2787,-2787,1,1,0.5643760528139782,0.5643760528139782,A,A
2789,2789,5578,5578,-2789,-2789,1,1,0.45376233219256,0.45376233219256,A,A
2791,2791,5582,5582,-2791,-2791,1,1,0.9568253207472602,0.9568253207472602,A,A
2795,2795,5590,5590,-2795,-2795,1,1,0.37480943109717946,0.37480943109717946,A,A
2796,2796,5592,5592,-2796,-2796,1,1,0.06575410935862658,0.06575410935862658,A,A
2797,2797,5594,5594,-2797,-2797,1,1,0.5073690546649365,0.5073690546649365,A,A
2799,2799,5598,5598,-2799,-2799,1,1,0.04648189149834825,0.04648189149834825,A,A
2804,2804,5608,5608,-2804,-2804,1,1,0.4807887296511175,0.4807887296511175,A,A
2805,2805,5610,5610,-2805,-2805,1,1,0.2878376822255172,0.2878376822255172,A,A
2807,2807,5614,5614,-2807,-2807,1,1,0.0399154693848397,0.0399154693848397,A,A
2809,2809,5618,5618,-2809,-2809,1,1,0.14766983186576943,0.14766983186576943,A,A
2810,2810,5620,5620,-2810,-2810,1,1,0.684725332764699,0.684725332764699,A,A
2820,2820,5640,5640,-2820,-2820,1,1,0.8550979869528278,0.8550979869528278,A,A
2823,2823,5646,5646,-2823,-2823,1,1,0.4007907621325171,0.4007907621325171,A,A
2824,2824,5648,5648,-2824,-2824,1,1,0.7287013450203805,0.7287013450203805,A,A
2825,2825,5650,5650,-2825,-2825,1,1,0.8987222084653017,0.8987222084653017,A,A
2826,2826,5652,5652,-2826,-2826,1,1,0.3668237749619355,0.3668237749619355,A,A
2829,2829,5658,5658,-2829,-2829,1,1,0.7237087169095541,0.7237087169095541,A,A
2833,2833,5666,5666,-2833,-2833,1,1,0.21136671657003647,0.21136671657003647,A,A
2835,2835,5670,5670,-2835,-2835,1,1,0.6943242479790033,0.6943242479790033,A,A
2839,2839,5678,5678,-2839,-2839,1,1,0.43617982456244986,0.43617982456244986,A,A
2840,2840,5680,5680,-2840,-2840,1,1,0.8318035475103578,0.8318035475103578,A,A
2850,2850,5700,5700,-2850,-2850,1,1,0.3193565569200755,0.3193565569200755,A,A
2851,2851,5702,5702,-2851,-2851,1,1,0.12447295176888074,0.12447295176888074,A,A
2853,2853,5706,5706,-2853,-2853,1,1,0.22092090510159057,0.22092090510159057,A,A
2858,2858,5716,5716,-2858,-2858,1,1,0.35622545814320394,0.35622545814320394,A,A
2860,2860,5720,5720,-2860,-2860,1,1,0.7078364443074256,0.7078364443074256,A,A
2861,2861,5722,5722,-2861,-2861,1,1,0.5737527952201974,0.5737527952201974,A,A
2863,2863,5726,5726,-2863,-2863,1,1,0.5161274293653615,0.5161274293653615,A,A
2866,2866,5732,5732,-2866,-2866,1,1,0.1645017694674592,0.1645017694674592,A,A
2873,2873,5746,5746,-2873,-2873,1,1,0.46250145233195894,0.46250145233195894,A,A
2878,2878,5756,5756,-2878,-2878,1,1,0.57946737641328,0.57946737641328,A,A
2880,2880,5760,5760,-2880,-2880,1,1,0.8028745802652135,0.8028745802652135,A,A
2888,2888,5776,5776,-2888,-2888,1,1,0.30041806839487084,0.30041806839487084,A,A
2892,2892,5784,5784,-2892,-2892,1,1,0.7260071841264228,0.7260071841264228,A,A
2894,2894,5788,5788,-2894,-2894,1,1,0.3645087968989289,0.3645087968989289,A,A
2900,2900,5800,5800,-2900,-2900,1,1,0.5330205647048041,0.5330205647048041,A,A
2902,2902,5804,5804,-2902,-2902,1,1,0.1332972525062096,0.1332972525062096,A,A
2908,2908,5816,5816,-2908,-2908,1,1,0.3807179486626584,0.3807179486626584,A,A
2913,2913,5826,5826,-2913,-2913,1,1,0.013812276922184674,0.013812276922184674,A,A
2915,2915,5830,5830,-2915,-2915,1,1,0.9523135796043803,0.9523135796043803,A,A
2916,2916,5832,5832,-2916,-2916,1,1,0.27299432792113487,0.27299432792113487,A,A
2917,2917,5834,5834,-2917,-2917,1,1,0.7137178351804702,0.7137178351804702,A,A
2919,2919,5838,5838,-2919,-2919,1,1,0.6511782090114945,0.6511782090114945,A,A
2922,2922,5844,5844,-2922,-2922,1,1,0.3422694005079018,0.3422694005079018,A,A
2924,2924,5848,5848,-2924,-2924,1,1,0.8869584292418783,0.8869584292418783,A,A
2925,2925,5850,5850,-2925,-2925,1,1,0.2493499185935114,0.2493499185935114,A,A
2927,2927,5854,5854,-2927,-2927,1,1,0.6948378362073488,0.6948378362073488,A,A
2928,2928,5856,5856,-2928,-2928,1,1,0.819847297240055,0.819847297240055,A,A
2929,2929,5858,5858,-2929,-2929,1,1,0.5820991210204157,0.5820991210204157,A,A
2930,2930,5860,5860,-2930,-2930,1,1,0.22576243455655842,0.22576243455655842,A,A
2934,2934,5868,5868,-2934,-2934,1,1,0.8438894164422526,0.8438894164422526,A,A
2935,2935,5870,5870,-2935,-2935,1,1,0.7967828634156956,0.7967828634156956,A,A
2940,2940,5880,5880,-2940,-2940,1,1,0.35486039393746893,0.35486039393746893,A,A
2941,2941,5882,5882,-2941,-2941,1,1,0.6743973365264917,0.6743973365264917,A,A
2943,2943,5886,5886,-2943,-2943,1,1,0.5440961487108694,0.5440961487108694,A,A
2944,2944,5888,5888,-2944,-2944,1,1,0.6430250350097577,0.6430250350097577,A,A
2948,2948,5896,5896,-2948,-2948,1,1,0.89544262482354,0.89544262482354,A,A
2951,2951,5902,5902,-2951,-2951,1,1,0.08961712159800173,0.08961712159800173,A,A
2956,2956,5912,5912,-2956,-2956,1,1,0.6993592609471548,0.6993592609471548,A,A
2965,2965,5930,5930,-2965,-2965,1,1,0.6330983962969011,0.6330983962969011,A,A
2972,2972,5944,5944,-2972,-2972,1,1,0.6014095997912071,0.6014095997912071,A,A
2973,2973,5946,5946,-2973,-2973,1,1,0.5938881463791009,0.5938881463791009,A,A
2979,2979,5958,5958,-2979,-2979,1,1,0.2954272853726655,0.2954272853726655,A,A
2980,2980,5960,5960,-2980,-2980,1,1,0.4585114985170041,0.4585114985170041,A,A
2982,2982,5964,5964,-2982,-2982,1,1,0.9592682669570094,0.9592682669570094,A,A
2984,2984,5968,5968,-2984,-2984,1,1,0.9399309349936477,0.9399309349936477,A,A
2991,2991,5982,5982,-2991,-2991,1,1,0.976764546160686,0.976764546160686,A,A
2992,2992,5984,5984,-2992,-2992,1,1,0.9765079112002615,0.9765079112002615,A,A
2993,2993,5986,5986,-2993,-2993,1,1,0.6263912658455544,0.6263912658455544,A,A
2994,2994,5988,5988,-2994,-2994,1,1,0.9598911929304759,0.9598911929304759,A,A
2996,2996,5992,5992,-2996,-2996,1,1,0.043732657227711136,0.043732657227711136,A,A
2997,2997,5994,5994,-2997,-2997,1,1,0.024908417983905196,0.024908417983905196,A,A
3005,3005,6010,6010,-3005,-3005,1,1,0.4497183092947342,0.4497183092947342,B,B
3008,3008,6016,6016,-3008,-3008,1,1,0.5962993070450688,0.5962993070450688,B,B
3009,3009,6018,6018,-3009,-3009,1,1,0.8153711367146933,0.8153711367146933,B,B
3011,3011,6022,6022,-3011,-3011,1,1,0.8635006732695014,0.8635006732695014,B,B
3016,3016,6032,6032,-3016,-3016,1,1,0.12062058876616732,0.12062058876616732,B,B
3017,3017,6034,6034,-3017,-3017,1,1,0.3369646960747059,0.3369646960747059,B,B
3020,3020,6040,6040,-3020,-3020,1,1,0.9487810113316968,0.9487810113316968,B,B
3027,3027,6054,6054,-3027,-3027,1,1,0.7857447016877412,0.7857447016877412,B,B
3028,3028,6056,6056,-3028,-3028,1,1,0.9168550029900663,0.9168550029900663,B,B
3030,3030,6060,6060,-3030,-3030,1,1,0.26979375255287474,0.26979375255287474,B,B
3034,3034,6068,6068,-3034,-3034,1,1,0.17051876245785735,0.17051876245785735,B,B
3035,3035,6070,6070,-3035,-3035,1,1,0.16769559469292106,0.16769559469292106,B,B
3044,3044,6088,6088,-3044,-3044,1,1,0.3994271172644791,0.3994271172644791,B,B
3048,3048,6096,6096,-3048,-3048,1,1,0.8798645442955142,0.8798645442955142,B,B
3050,3050,6100,6100,-3050,-3050,1,1,0.7839636425492297,0.7839636425492297,B,B
3051,3051,6102,6102,-3051,-3051,1,1,0.932294217316768,0.932294217316768,B,B
3052,3052,6104,6104,-3052,-3052,1,1,0.15007681796774963,0.15007681796774963,B,B
3054,3054,6108,6108,-3054,-3054,1,1,0.6909214591116735,0.6909214591116735,B,B
3055,3055,6110,6110,-3055,-3055,1,1,0.5431367136931761,0.5431367136931761,B,B
3056,3056,6112,6112,-3056,-3056,1,1,0.7754411234267139,0.7754411234267139,B,B
3057,3057,6114,6114,-3057,-3057,1,1,0.905108928932622,0.905108928932622,B,B
3061,3061,6122,6122,-3061,-3061,1,1,0.7083654459653543,0.7083654459653543,B,B
3062,3062,6124,6124,-3062,-3062,1,1,0.3185749749719061,0.3185749749719061,B,B
3063,3063,6126,6126,-3063,-3063,1,1,0.48542329527864625,0.48542329527864625,B,B
3064,3064,6128,6128,-3064,-3064,1,1,0.22044840056665393,0.22044840056665393,B,B
3066,3066,6132,6132,-3066,-3066,1,1,0.6378200445278971,0.6378200445278971,B,B
3068,3068,6136,6136,-3068,-3068,1,1,0.12357894048372264,0.12357894048372264,B,B
3069,3069,6138,6138,-3069,-3069,1,1,0.41618841333222234,0.41618841333222234,B,B
3077,3077,6154,6154,-3077,-3077,1,1,0.8663300096346206,0.8663300096346206,B,B
3079,3079,6158,6158,-3079,-3079,1,1,0.11531685729161667,0.11531685729161667,B,B
3080,3080,6160,6160,-3080,-3080,1,1,0.05758780040673095,0.05758780040673095,B,B
3082,3082,6164,6164,-3082,-3082,1,1,0.8722199892558758,0.8722199892558758,B,B
3083,3083,6166,6166,-3083,-3083,1,1,0.9228769316262159,0.9228769316262159,B,B
3085,3085,6170,6170,-3085,-3085,1,1,0.3841031461351997,0.3841031461351997,B,B
3086,3086,6172,6172,-3086,-3086,1,1,0.8400992695234832,0.8400992695234832,B,B
3089,3089,6178,6178,-3089,-3089,1,1,0.4045568316017183,0.4045568316017183,B,B
3090,3090,6180,6180,-3090,-3090,1,1,0.35278607485124547,0.35278607485124547,B,B
3092,3092,6184,6184,-3092,-3092,1,1,0.8349200015437948,0.8349200015437948,B,B
3093,3093,6186,6186,-3093,-3093,1,1,0.37292148774050005,0.37292148774050005,B,B
3095,3095,6190,6190,-3095,-3095,1,1,0.08088797754070887,0.08088797754070887,B,B
3100,3100,6200,6200,-3100,-3100,1,1,0.36575757676519316,0.36575757676519316,B,B
3101,3101,6202,6202,-3101,-3101,1,1,0.4945470063519961,0.4945470063519961,B,B
3109,3109,6218,6218,-3109,-3109,1,1,0.26319878434538224,0.26319878434538224,B,B
3113,3113,6226,6226,-3113,-3113,1,1,0.8489270010144694,0.8489270010144694,B,B
3117,3117,6234,6234,-3117,-3117,1,1,0.4161917942325576,0.4161917942325576,B,B
