age,age_noeducation,workclass,workclass_noeducation,fnlwgt,fnlwgt_noeducation,education,education_noeducation,education_num,education_num_noeducation,marital_status,marital_status_noeducation,occupation,occupation_noeducation,relationship,relationship_noeducation,race,race_noeducation,sex,sex_noeducation,capital_gain,capital_gain_noeducation,capital_loss,capital_loss_noeducation,hours_per_week,hours_per_week_noeducation,native_country,native_country_noeducation,income_per_year,income_per_year_noeducation
46,26,Local-gov,Private,59174,211242,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,Prof-specialty,Sales,Unmarried,Husband,Amer-Indian-Eskimo,White,Female,Male,0,1173,0,1411,33,42,United-States,Guatemala,<=50K,<=50K
49,36,Private,Private,123713,202466,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,45,45,United-States,United-States,<=50K,>50K
67,36,?,Self-emp-inc,222362,25610,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,?,Exec-managerial,Husband,Husband,White,White,Male,Male,0,1173,0,1411,2,38,United-States,United-States,>50K,>50K
51,28,Private,Private,108435,208049,12th,HS-grad,8,8,Never-married,Never-married,Other-service,Machine-op-inspct,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
21,35,Private,Self-emp-inc,39182,108468,Assoc-acdm,HS-grad,12,8,Never-married,Married-civ-spouse,Handlers-cleaners,Other-service,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
33,28,Local-gov,Private,203051,133420,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Sales,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,46,50,United-States,United-States,<=50K,>50K
45,19,Federal-gov,Private,363418,185195,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Female,0,1173,0,1762,40,35,United-States,United-States,>50K,<=50K
27,26,Local-gov,Private,113054,215419,Bachelors,HS-grad,13,8,Never-married,Never-married,Protective-serv,Handlers-cleaners,Not-in-family,Other-relative,White,White,Female,Male,0,1173,0,1411,32,23,United-States,United-States,<=50K,<=50K
27,65,Local-gov,?,163320,149347,Assoc-acdm,HS-grad,12,8,Never-married,Divorced,Protective-serv,?,Own-child,Not-in-family,White,Black,Male,Female,0,1173,0,1411,40,6,United-States,United-States,<=50K,<=50K
34,38,Private,Self-emp-not-inc,118710,91608,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Handlers-cleaners,Other-service,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,>50K
56,25,Private,Private,170066,259688,HS-grad,HS-grad,9,8,Married-civ-spouse,Widowed,Adm-clerical,Craft-repair,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
24,44,Private,Private,135267,282944,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,?,Wife,Husband,White,White,Female,Male,0,1173,0,1411,40,62,United-States,United-States,<=50K,<=50K
24,29,Private,Private,361278,215419,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Wife,White,White,Female,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
59,25,Self-emp-not-inc,Self-emp-not-inc,165867,340110,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Husband,White,Black,Male,Male,0,1173,0,1411,25,35,United-States,United-States,<=50K,<=50K
33,28,Private,Private,300497,159021,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Machine-op-inspct,Machine-op-inspct,Not-in-family,Husband,Black,Black,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
49,62,State-gov,Private,255928,185195,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Tech-support,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
41,29,Private,Private,27305,236379,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Craft-repair,Adm-clerical,Not-in-family,Wife,White,White,Male,Female,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
34,50,Private,Local-gov,29933,99679,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
43,17,Private,Private,265434,236379,11th,HS-grad,7,8,Never-married,Never-married,Other-service,Craft-repair,Not-in-family,Husband,Black,White,Male,Female,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
18,34,Private,Private,145643,175856,11th,HS-grad,7,8,Never-married,Divorced,Other-service,Other-service,Own-child,Unmarried,White,White,Female,Male,0,1173,0,1411,9,20,United-States,United-States,<=50K,<=50K
31,32,?,Private,162041,159021,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,?,Other-service,Own-child,Husband,White,Black,Female,Male,0,1173,0,1411,15,38,United-States,Philippines,<=50K,>50K
30,45,Private,Private,119562,195554,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Machine-op-inspct,Priv-house-serv,Husband,Own-child,White,White,Male,Male,3942,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
29,74,Private,Private,115549,74194,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Farming-fishing,Husband,Husband,White,White,Male,Female,2635,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
50,67,Private,Private,39590,159021,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,48,15,United-States,United-States,>50K,<=50K
24,23,Private,Private,97676,309196,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Tech-support,Exec-managerial,Husband,Other-relative,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
53,58,Private,?,34973,155781,11th,HS-grad,7,8,Married-civ-spouse,Married-civ-spouse,Sales,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,20,United-States,United-States,<=50K,<=50K
52,36,Private,Private,312446,200318,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Protective-serv,Husband,Not-in-family,White,Black,Male,Male,0,13550,0,1411,40,42,United-States,United-States,<=50K,>50K
42,47,Federal-gov,Private,88909,330416,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,27,United-States,United-States,>50K,<=50K
36,28,Private,Private,117381,185195,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Prof-specialty,Protective-serv,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,55,35,United-States,United-States,>50K,<=50K
34,25,Self-emp-inc,Private,513977,129059,HS-grad,HS-grad,9,8,Divorced,Never-married,Craft-repair,Other-service,Not-in-family,Own-child,Black,White,Male,Female,0,1173,0,1411,50,42,United-States,United-States,<=50K,<=50K
38,26,Federal-gov,Private,39089,330416,HS-grad,HS-grad,9,8,Never-married,Never-married,Transport-moving,Other-service,Not-in-family,Not-in-family,White,White,Male,Female,6849,1173,0,1411,50,57,United-States,United-States,<=50K,<=50K
32,47,Private,Private,341672,227823,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,Asian-Pac-Islander,Black,Male,Male,2174,1173,0,1411,45,38,Taiwan,United-States,<=50K,<=50K
31,47,Local-gov,Private,400535,129059,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,0,1173,0,1411,72,45,United-States,United-States,<=50K,>50K
34,35,Self-emp-not-inc,Federal-gov,338042,172716,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Farming-fishing,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,60,38,United-States,United-States,<=50K,<=50K
49,17,Private,Private,216734,340110,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Exec-managerial,Transport-moving,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
54,39,Self-emp-not-inc,Private,224207,218782,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,6849,1173,0,1411,50,42,United-States,United-States,<=50K,>50K
58,35,Private,Private,107897,227823,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Male,7688,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
28,34,Private,Local-gov,205903,25610,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Husband,White,Amer-Indian-Eskimo,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
36,54,Private,Private,191754,84673,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,50,38,United-States,United-States,<=50K,<=50K
26,23,Private,Private,216225,108468,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Wife,Husband,White,White,Female,Male,0,1173,0,1411,50,35,United-States,United-States,>50K,<=50K
33,34,Private,Private,125762,25610,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Handlers-cleaners,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,40,30,United-States,United-States,<=50K,<=50K
51,74,Private,Self-emp-inc,201062,309196,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Other-service,Sales,Other-relative,Husband,Black,White,Female,Male,0,1173,0,1411,40,35,Jamaica,United-States,<=50K,>50K
53,26,Local-gov,Private,25820,460356,Assoc-voc,HS-grad,11,8,Divorced,Never-married,Exec-managerial,Machine-op-inspct,Not-in-family,Unmarried,Amer-Indian-Eskimo,Black,Male,Male,0,1173,0,1411,48,38,United-States,United-States,<=50K,<=50K
33,55,Private,Private,553405,290661,Assoc-voc,HS-grad,11,8,Never-married,Divorced,Sales,Machine-op-inspct,Own-child,Husband,White,White,Male,Female,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
45,57,Federal-gov,Private,78022,195554,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,40,50,United-States,United-States,>50K,<=50K
27,20,Private,Private,207631,114942,5th-6th,HS-grad,3,8,Never-married,Never-married,Machine-op-inspct,Prof-specialty,Not-in-family,Own-child,White,White,Female,Female,0,1173,0,1411,52,38,Mexico,United-States,<=50K,<=50K
35,19,Private,Private,203988,79627,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Sales,Sales,Not-in-family,Own-child,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,60,20,United-States,Philippines,<=50K,<=50K
47,41,Private,Private,122194,218782,HS-grad,HS-grad,9,8,Divorced,Divorced,Craft-repair,Farming-fishing,Unmarried,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
17,31,Private,Private,318918,297906,10th,HS-grad,6,8,Never-married,Married-civ-spouse,Farming-fishing,?,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,30,38,United-States,Italy,<=50K,<=50K
55,64,Self-emp-inc,?,264453,189238,Assoc-voc,HS-grad,11,8,Divorced,Married-civ-spouse,Exec-managerial,Adm-clerical,Unmarried,Husband,White,White,Male,Male,0,2414,0,1411,30,38,United-States,United-States,<=50K,<=50K
28,44,Self-emp-not-inc,Private,183523,185195,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,35,30,United-States,United-States,<=50K,<=50K
46,61,Self-emp-not-inc,Private,98881,290661,Masters,HS-grad,14,8,Divorced,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Other-relative,White,White,Female,Female,0,1173,0,1411,45,45,United-States,United-States,<=50K,<=50K
18,32,Private,Private,184101,290661,11th,HS-grad,7,8,Never-married,Never-married,Farming-fishing,Sales,Own-child,Husband,White,White,Male,Female,0,1173,0,1411,6,38,United-States,United-States,<=50K,<=50K
43,42,Local-gov,Self-emp-not-inc,135056,105138,HS-grad,HS-grad,9,8,Separated,Married-civ-spouse,Adm-clerical,Craft-repair,Other-relative,Husband,White,White,Female,Male,0,1173,0,1411,35,38,United-States,United-States,<=50K,<=50K
60,35,Self-emp-not-inc,Private,71457,297906,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Husband,White,White,Male,Male,4508,5455,0,1411,8,45,United-States,United-States,<=50K,>50K
55,29,Self-emp-not-inc,Private,96459,117849,10th,HS-grad,6,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Husband,White,White,Male,Male,0,1173,1887,1411,70,57,United-States,United-States,>50K,<=50K
52,61,Private,Private,134184,205019,HS-grad,HS-grad,9,8,Divorced,Divorced,Other-service,Sales,Not-in-family,Not-in-family,White,White,Female,Male,2597,1173,0,1411,36,20,United-States,United-States,<=50K,<=50K
40,22,Private,Private,153132,46322,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,31,53,United-States,England,<=50K,>50K
52,35,Private,Private,173991,97277,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,38,35,United-States,United-States,<=50K,<=50K
27,34,Federal-gov,Self-emp-not-inc,96219,309196,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Tech-support,Farming-fishing,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
44,41,Private,Private,152744,97277,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Male,0,1173,0,1411,40,50,Philippines,United-States,<=50K,>50K
56,17,Private,Private,182142,172716,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Own-child,White,White,Male,Female,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
35,42,Private,Self-emp-not-inc,48915,25610,Bachelors,HS-grad,13,8,Never-married,Widowed,Adm-clerical,Transport-moving,Not-in-family,Unmarried,White,Amer-Indian-Eskimo,Male,Male,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
35,31,Private,Private,24126,114942,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Exec-managerial,Other-service,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
47,19,Local-gov,Private,263984,218782,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Other-service,Handlers-cleaners,Husband,Husband,Black,White,Male,Male,0,1173,0,1411,40,20,Puerto-Rico,United-States,<=50K,<=50K
42,39,Local-gov,Private,118261,137862,Assoc-voc,HS-grad,11,8,Divorced,Married-civ-spouse,Prof-specialty,Other-service,Unmarried,Husband,White,Asian-Pac-Islander,Female,Male,0,1173,0,1411,50,45,United-States,China,<=50K,<=50K
63,29,Private,Private,106141,265917,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Sales,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,1173,0,1411,45,38,United-States,United-States,<=50K,<=50K
48,45,State-gov,Private,355320,272896,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,1173,0,1411,15,35,Germany,United-States,>50K,>50K
19,31,?,Local-gov,497414,200318,7th-8th,HS-grad,4,8,Never-married,Married-civ-spouse,?,Transport-moving,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,35,35,Mexico,United-States,<=50K,<=50K
41,42,Private,Private,118915,74194,Bachelors,HS-grad,13,8,Separated,Separated,Sales,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
17,38,Private,Private,75885,197711,11th,HS-grad,7,8,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,10,62,United-States,United-States,<=50K,>50K
26,34,State-gov,Private,93806,97277,Some-college,HS-grad,10,8,Never-married,Never-married,Adm-clerical,Craft-repair,Other-relative,Not-in-family,White,White,Male,Male,0,1173,0,1411,25,35,United-States,United-States,<=50K,<=50K
33,32,Local-gov,Private,255058,195554,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Prof-specialty,Sales,Own-child,Husband,White,White,Male,Male,0,1173,2339,1411,40,35,United-States,United-States,<=50K,<=50K
41,23,Private,State-gov,120277,34845,HS-grad,HS-grad,9,8,Divorced,Never-married,Machine-op-inspct,Tech-support,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
20,22,Private,Private,120046,190885,Some-college,HS-grad,10,8,Never-married,Separated,Adm-clerical,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,0,1173,0,1411,25,45,United-States,United-States,<=50K,<=50K
26,38,Private,Private,209384,172716,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Other-service,Husband,Wife,White,Black,Male,Female,0,1173,0,1411,40,27,United-States,United-States,<=50K,<=50K
35,51,Local-gov,Private,742903,259688,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,50,United-States,United-States,<=50K,>50K
47,20,Self-emp-inc,?,147869,420973,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Sales,?,Husband,Husband,White,White,Male,Male,0,1173,0,1411,50,15,United-States,United-States,<=50K,<=50K
21,51,?,Self-emp-not-inc,208117,290661,10th,HS-grad,6,8,Never-married,Married-civ-spouse,?,Transport-moving,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,30,62,United-States,United-States,<=50K,<=50K
64,60,Private,Private,268965,97277,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Adm-clerical,Handlers-cleaners,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,22,68,United-States,United-States,<=50K,<=50K
32,48,Private,Private,41210,84673,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
47,31,Private,Private,128378,215419,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Husband,Husband,Black,White,Male,Male,0,1173,0,1411,40,53,United-States,United-States,<=50K,<=50K
22,34,Private,Self-emp-not-inc,131291,282944,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,Other-service,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,20,35,United-States,United-States,<=50K,<=50K
35,23,Private,?,187046,25610,Bachelors,HS-grad,13,8,Never-married,Never-married,Exec-managerial,?,Not-in-family,Not-in-family,White,Amer-Indian-Eskimo,Male,Male,0,1173,0,1411,45,42,United-States,United-States,<=50K,<=50K
