age,age_noworkclass,workclass,workclass_noworkclass,fnlwgt,fnlwgt_noworkclass,education,education_noworkclass,education_num,education_num_noworkclass,marital_status,marital_status_noworkclass,occupation,occupation_noworkclass,relationship,relationship_noworkclass,race,race_noworkclass,sex,sex_noworkclass,capital_gain,capital_gain_noworkclass,capital_loss,capital_loss_noworkclass,hours_per_week,hours_per_week_noworkclass,native_country,native_country_noworkclass,income_per_year,income_per_year_noworkclass
23,51,Private,Private,138037,288825,Bachelors,Bachelors,13,14,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3674,1590,1741,50,34,United-States,United-States,<=50K,<=50K
49,64,Private,Private,174426,185616,Some-college,HS-grad,10,10,Married-civ-spouse,Widowed,Sales,Transport-moving,Husband,Other-relative,White,Black,Male,Female,0,3674,1977,1741,50,34,United-States,United-States,>50K,<=50K
45,51,Private,Private,50162,137733,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
49,64,Federal-gov,Private,193998,137733,Some-college,HS-grad,10,6,Never-married,Widowed,Craft-repair,Other-service,Not-in-family,Unmarried,Black,White,Male,Female,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
47,51,Self-emp-not-inc,Private,187901,379885,Prof-school,Some-college,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,3674,0,1741,50,43,United-States,United-States,>50K,>50K
56,23,Private,Private,82050,204817,11th,HS-grad,7,10,Married-civ-spouse,Never-married,Machine-op-inspct,Transport-moving,Husband,Not-in-family,White,White,Male,Female,7298,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
18,23,?,Private,20057,204817,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Male,0,3674,0,1741,16,43,United-States,United-States,<=50K,>50K
35,23,Private,Private,144200,379885,HS-grad,Bachelors,9,14,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Other-relative,Not-in-family,Other,White,Male,Male,0,3674,0,1741,25,34,Columbia,United-States,<=50K,<=50K
80,51,Self-emp-not-inc,Private,29441,185616,7th-8th,Bachelors,4,14,Married-spouse-absent,Divorced,Farming-fishing,Exec-managerial,Unmarried,Unmarried,White,White,Male,Female,0,3674,0,1741,15,34,United-States,United-States,<=50K,<=50K
65,51,Private,Private,195695,288825,HS-grad,Some-college,9,10,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
51,64,Private,Private,274502,160703,Some-college,HS-grad,10,10,Widowed,Divorced,Other-service,Other-service,Unmarried,Not-in-family,White,White,Female,Male,0,3674,0,1741,25,43,United-States,United-States,<=50K,>50K
76,51,?,Private,239900,116080,HS-grad,HS-grad,9,10,Divorced,Widowed,?,Other-service,Not-in-family,Unmarried,White,White,Female,Female,0,3674,0,1741,3,34,United-States,United-States,<=50K,<=50K
22,23,Private,Private,191954,35603,Assoc-voc,Bachelors,11,14,Never-married,Never-married,Sales,Adm-clerical,Own-child,Own-child,White,Asian-Pac-Islander,Male,Female,0,3674,0,1741,45,20,United-States,United-States,<=50K,<=50K
33,23,Private,Private,172304,185616,Assoc-voc,HS-grad,11,14,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,50,43,United-States,United-States,>50K,<=50K
44,36,Local-gov,Private,174575,185616,Masters,Bachelors,14,14,Married-civ-spouse,Separated,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,7688,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
20,51,Private,Private,325744,116080,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Sales,Prof-specialty,Other-relative,Husband,White,White,Male,Male,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
43,51,Private,Private,26252,160703,Some-college,Assoc-acdm,10,10,Separated,Married-civ-spouse,Other-service,Exec-managerial,Unmarried,Wife,Amer-Indian-Eskimo,White,Female,Female,0,3674,0,1741,36,34,United-States,United-States,<=50K,<=50K
57,36,Private,Private,176904,185616,11th,Masters,7,10,Married-civ-spouse,Divorced,Handlers-cleaners,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
37,36,Self-emp-not-inc,Private,504871,185616,Some-college,Bachelors,10,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
28,36,Self-emp-not-inc,Private,141702,84390,HS-grad,Some-college,9,10,Never-married,Widowed,Sales,Adm-clerical,Not-in-family,Unmarried,White,Black,Male,Female,0,3674,0,1741,60,43,United-States,United-States,<=50K,<=50K
30,23,Private,Private,399088,137733,Bachelors,7th-8th,13,2,Divorced,Married-civ-spouse,Prof-specialty,Farming-fishing,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
32,51,Local-gov,Private,409282,137733,HS-grad,Doctorate,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
59,36,Private,Private,532969,160703,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Other-service,Exec-managerial,Other-relative,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,Nicaragua,United-States,<=50K,<=50K
21,36,?,Private,213366,204817,Some-college,Assoc-acdm,10,10,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Husband,White,Black,Female,Male,0,3674,0,1741,38,43,United-States,India,<=50K,>50K
36,51,Private,Private,188888,288825,12th,HS-grad,8,10,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
38,36,Private,Private,24126,235521,Some-college,Assoc-voc,10,10,Divorced,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,75,United-States,United-States,<=50K,<=50K
61,64,Self-emp-not-inc,Private,151369,137733,Masters,7th-8th,14,2,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Unmarried,White,Black,Male,Female,99999,3674,0,1741,30,34,United-States,United-States,>50K,<=50K
18,23,Private,Private,115759,116080,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Not-in-family,White,Black,Female,Female,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
59,36,Self-emp-inc,Private,171355,185616,Masters,HS-grad,14,10,Divorced,Married-civ-spouse,Prof-specialty,Adm-clerical,Unmarried,Husband,White,White,Male,Male,0,3674,0,1741,55,34,United-States,United-States,<=50K,<=50K
18,36,Private,Private,310175,204817,12th,HS-grad,8,10,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,Black,Female,Male,0,3674,0,1741,12,34,United-States,United-States,<=50K,<=50K
44,51,Private,Private,216116,288825,HS-grad,Some-college,9,10,Divorced,Separated,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,Black,White,Female,Female,0,3674,0,1741,40,34,Jamaica,United-States,<=50K,<=50K
23,36,Private,Private,204141,84390,Some-college,Bachelors,10,14,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
44,36,Private,Private,212894,204817,10th,HS-grad,6,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,Greece,United-States,<=50K,<=50K
49,51,Private,Private,120121,288825,Doctorate,Some-college,16,10,Married-civ-spouse,Divorced,Prof-specialty,Handlers-cleaners,Husband,Own-child,White,White,Male,Female,7688,3674,0,1741,45,34,United-States,United-States,>50K,<=50K
59,36,Self-emp-not-inc,Private,190997,204817,10th,Some-college,6,10,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Exec-managerial,Husband,Own-child,White,Black,Male,Female,0,3674,0,1741,36,34,United-States,United-States,<=50K,<=50K
36,23,Private,Private,224566,288825,Bachelors,Bachelors,13,14,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,99999,3674,0,1741,45,55,United-States,United-States,>50K,<=50K
30,23,Private,Private,235847,137733,Bachelors,HS-grad,13,10,Never-married,Never-married,Other-service,Prof-specialty,Own-child,Own-child,White,White,Female,Male,0,3674,0,1741,24,34,United-States,United-States,<=50K,<=50K
56,36,?,Private,124319,160703,Masters,HS-grad,14,10,Married-civ-spouse,Married-spouse-absent,?,Exec-managerial,Husband,Unmarried,White,Black,Male,Male,0,3674,0,1741,40,20,United-States,United-States,>50K,<=50K
27,36,Private,Private,193807,288825,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3674,1741,1741,40,55,United-States,United-States,<=50K,>50K
69,36,Self-emp-not-inc,Private,215926,35603,7th-8th,Some-college,4,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
19,36,?,Private,455665,84390,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Wife,White,White,Male,Female,0,3674,0,1741,44,34,United-States,United-States,<=50K,>50K
36,36,Private,Private,36423,204817,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,60,43,United-States,United-States,<=50K,<=50K
42,23,Private,Private,32878,160703,Bachelors,Masters,13,14,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,99999,3674,0,1741,42,55,United-States,?,>50K,<=50K
25,23,Private,Private,96862,160703,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Male,2174,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
17,23,Private,Private,187879,160703,9th,Some-college,5,6,Never-married,Never-married,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3674,0,1741,50,34,United-States,Germany,<=50K,<=50K
40,51,Local-gov,Private,36296,288825,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,>50K
40,23,Private,Private,75615,379885,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Not-in-family,Black,White,Male,Male,0,3674,0,1741,43,43,United-States,United-States,<=50K,>50K
17,23,Private,Private,168807,288825,10th,Some-college,6,10,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Own-child,White,Black,Male,Female,0,3674,0,1741,25,20,United-States,United-States,<=50K,<=50K
24,23,State-gov,Private,161783,137733,Bachelors,Bachelors,13,14,Never-married,Never-married,Transport-moving,Exec-managerial,Not-in-family,Not-in-family,Black,White,Male,Male,0,3674,0,1741,40,43,?,United-States,<=50K,<=50K
40,23,State-gov,Private,13492,137733,HS-grad,Assoc-acdm,9,10,Married-civ-spouse,Never-married,Protective-serv,Prof-specialty,Husband,Own-child,Amer-Indian-Eskimo,White,Male,Female,0,3674,0,1741,84,34,United-States,United-States,<=50K,<=50K
65,51,Private,Private,119769,288825,HS-grad,HS-grad,9,10,Widowed,Divorced,Priv-house-serv,Handlers-cleaners,Unmarried,Other-relative,Black,White,Female,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
38,23,Private,Private,313914,35603,Bachelors,Assoc-voc,13,10,Separated,Never-married,Farming-fishing,Other-service,Unmarried,Not-in-family,White,White,Female,Female,0,3674,0,1741,45,43,United-States,United-States,<=50K,<=50K
33,51,Private,Private,172584,116080,HS-grad,HS-grad,9,10,Never-married,Widowed,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,1590,1741,50,34,United-States,United-States,<=50K,>50K
28,23,Private,Private,112425,185616,Bachelors,Doctorate,13,6,Divorced,Never-married,Tech-support,Other-service,Not-in-family,Own-child,White,White,Female,Male,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
22,51,Private,Private,157783,235521,HS-grad,7th-8th,9,2,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3674,0,1741,35,34,Vietnam,Puerto-Rico,<=50K,<=50K
34,36,Private,Private,356882,204817,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Tech-support,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
61,51,Private,Private,156852,288825,Assoc-voc,Some-college,11,10,Widowed,Married-civ-spouse,Tech-support,Other-service,Unmarried,Husband,White,White,Female,Female,0,3674,0,1741,8,43,United-States,United-States,<=50K,>50K
63,51,Self-emp-not-inc,Private,175177,204817,Prof-school,Prof-school,15,14,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Female,0,3674,0,1741,35,55,United-States,United-States,>50K,<=50K
28,51,Private,Private,425127,160703,9th,HS-grad,5,10,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Other-relative,Husband,White,White,Female,Male,0,3674,0,1741,35,43,United-States,United-States,<=50K,>50K
30,51,Local-gov,Private,99761,137733,Assoc-voc,Masters,11,14,Divorced,Married-civ-spouse,Adm-clerical,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
36,51,Private,Private,272950,160703,Bachelors,HS-grad,13,10,Married-civ-spouse,Never-married,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,50,43,United-States,United-States,>50K,>50K
43,36,Self-emp-not-inc,Private,174295,379885,11th,Some-college,7,10,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Husband,Wife,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
24,36,Local-gov,Private,157678,185616,HS-grad,Some-college,9,10,Married-spouse-absent,Never-married,Machine-op-inspct,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Male,2036,3674,0,1741,42,43,United-States,United-States,<=50K,<=50K
52,36,Private,Private,186224,35603,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Transport-moving,Machine-op-inspct,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
17,36,Private,Private,142587,204817,11th,Some-college,7,10,Never-married,Married-civ-spouse,Sales,Tech-support,Own-child,Husband,White,Other,Female,Female,0,3674,0,1741,10,43,United-States,United-States,<=50K,<=50K
46,23,Private,Private,131091,288825,Masters,HS-grad,14,10,Married-civ-spouse,Separated,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3674,0,1741,50,20,United-States,United-States,>50K,<=50K
43,51,Self-emp-not-inc,Private,71269,116080,Bachelors,HS-grad,13,14,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
54,23,Private,Private,311551,288825,Some-college,Doctorate,10,10,Divorced,Never-married,Exec-managerial,Exec-managerial,Unmarried,Not-in-family,White,White,Male,Male,0,3674,0,1741,60,34,United-States,United-States,<=50K,<=50K
22,23,Self-emp-inc,Private,171041,137733,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,Black,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
42,64,Self-emp-not-inc,Private,140915,204817,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3674,0,1741,60,34,South,United-States,<=50K,<=50K
46,36,Private,Private,41223,288825,Some-college,Bachelors,10,14,Married-civ-spouse,Never-married,Adm-clerical,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,7,United-States,United-States,>50K,<=50K
46,23,Self-emp-inc,Private,292569,137733,Bachelors,Bachelors,13,2,Married-civ-spouse,Never-married,Tech-support,Craft-repair,Husband,Not-in-family,White,White,Male,Male,7298,3674,0,1741,65,55,United-States,United-States,>50K,<=50K
44,36,Private,Private,132921,116080,Assoc-acdm,Bachelors,12,14,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,36,43,United-States,United-States,<=50K,<=50K
59,51,Self-emp-inc,Private,177271,160703,Prof-school,HS-grad,15,10,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Exec-managerial,Husband,Unmarried,White,White,Male,Female,99999,3674,0,1741,84,20,United-States,United-States,>50K,<=50K
58,23,Self-emp-inc,Private,314482,137733,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,34,United-States,Cambodia,>50K,<=50K
36,36,Private,Private,310531,116080,10th,HS-grad,6,10,Separated,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Unmarried,Husband,Black,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
29,23,Private,Private,145490,235521,11th,HS-grad,7,10,Married-civ-spouse,Never-married,Other-service,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
61,64,Private,Private,181200,235521,HS-grad,HS-grad,9,10,Divorced,Married-civ-spouse,Transport-moving,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3674,1564,1741,40,43,United-States,United-States,>50K,<=50K
29,36,Private,Private,152951,84390,Prof-school,Some-college,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,50,43,Canada,United-States,>50K,<=50K
40,36,Private,Private,85668,235521,7th-8th,11th,4,6,Married-civ-spouse,Married-civ-spouse,Craft-repair,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,60,55,United-States,United-States,<=50K,<=50K
30,36,Private,Private,316606,185616,Bachelors,Some-college,13,10,Never-married,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Unmarried,White,Amer-Indian-Eskimo,Female,Male,0,3674,2339,1741,50,34,United-States,United-States,<=50K,<=50K
