age,age_noage,workclass,workclass_noage,fnlwgt,fnlwgt_noage,education,education_noage,education_num,education_num_noage,marital_status,marital_status_noage,occupation,occupation_noage,relationship,relationship_noage,race,race_noage,sex,sex_noage,capital_gain,capital_gain_noage,capital_loss,capital_loss_noage,hours_per_week,hours_per_week_noage,native_country,native_country_noage,income_per_year,income_per_year_noage
47,28,Private,Private,149218,233149,HS-grad,10th,9,4,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Husband,White,Black,Male,Male,0,3818,0,1741,65,18,United-States,United-States,<=50K,<=50K
42,28,Private,Private,337276,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Wife,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
48,28,Local-gov,State-gov,24366,233149,Assoc-voc,Assoc-acdm,11,12,Married-civ-spouse,Married-civ-spouse,Protective-serv,Exec-managerial,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
61,28,?,Self-emp-not-inc,149855,233149,7th-8th,HS-grad,4,12,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3818,2057,1741,70,52,United-States,United-States,<=50K,>50K
35,28,Self-emp-inc,Self-emp-inc,49020,114774,Assoc-acdm,HS-grad,12,4,Never-married,Married-civ-spouse,Farming-fishing,Exec-managerial,Own-child,Husband,White,Black,Male,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,>50K
36,28,Private,Private,165007,233149,HS-grad,HS-grad,9,12,Never-married,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Not-in-family,White,Black,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
31,28,Private,Self-emp-inc,83413,114774,HS-grad,Masters,9,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Wife,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
45,28,Private,Private,103331,114774,Some-college,Masters,10,12,Married-civ-spouse,Married-civ-spouse,Other-service,Tech-support,Husband,Husband,White,White,Male,Male,15024,3818,0,1741,44,18,United-States,United-States,>50K,>50K
56,28,Private,Private,142689,114774,11th,HS-grad,7,12,Divorced,Divorced,Sales,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Female,0,3818,0,1741,50,18,United-States,United-States,<=50K,>50K
36,28,Private,Federal-gov,398575,233149,Some-college,Some-college,10,12,Never-married,Divorced,Tech-support,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,166301,233149,Bachelors,Some-college,13,12,Never-married,Married-civ-spouse,Tech-support,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
37,28,Private,Private,53703,233149,Bachelors,Assoc-acdm,13,12,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
38,28,Private,?,274907,233149,Assoc-acdm,11th,12,12,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Husband,White,White,Male,Female,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
34,28,Private,Self-emp-not-inc,226525,233149,HS-grad,Doctorate,9,12,Never-married,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Female,0,3818,0,1741,40,18,United-States,Canada,<=50K,<=50K
29,28,Private,Private,36440,114774,Bachelors,HS-grad,13,12,Never-married,Divorced,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
37,28,Private,Private,81965,233149,Some-college,Bachelors,10,12,Divorced,Married-civ-spouse,Other-service,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Male,0,3818,0,1741,25,18,United-States,United-States,<=50K,<=50K
52,28,Private,Private,111192,114774,Some-college,HS-grad,10,4,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,3818,0,1741,40,18,United-States,Germany,<=50K,<=50K
20,28,Private,Private,214238,233149,11th,HS-grad,7,12,Never-married,Divorced,Sales,Adm-clerical,Other-relative,Not-in-family,White,White,Female,Female,0,3818,0,1741,32,52,Mexico,United-States,<=50K,<=50K
43,28,Private,Private,115932,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Never-married,Sales,?,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,>50K,>50K
33,28,Private,Private,173730,114774,Masters,Masters,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
63,28,Private,?,123157,233149,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Never-married,Handlers-cleaners,?,Husband,Unmarried,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
67,28,Private,State-gov,220283,233149,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,Sales,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,20,52,United-States,United-States,<=50K,<=50K
24,28,Private,State-gov,155066,233149,Assoc-voc,Some-college,11,12,Never-married,Married-civ-spouse,Sales,Sales,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
29,28,Private,Private,244246,114774,Some-college,HS-grad,10,4,Never-married,Married-civ-spouse,Craft-repair,Other-service,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,40,18,Poland,United-States,<=50K,<=50K
37,28,Private,Local-gov,112264,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Husband,White,White,Male,Female,0,3818,0,1741,40,18,United-States,?,<=50K,<=50K
54,28,Private,Self-emp-not-inc,200450,114774,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,18,United-States,United-States,<=50K,<=50K
66,28,?,Private,128609,114774,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,?,Transport-moving,Not-in-family,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
57,28,Private,?,340591,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Widowed,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,>50K
36,28,Local-gov,Private,43712,114774,Assoc-voc,Bachelors,11,12,Divorced,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
41,28,Private,Local-gov,316820,114774,Prof-school,Some-college,15,12,Divorced,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,45,18,United-States,United-States,>50K,>50K
48,28,Private,Self-emp-not-inc,44142,114774,Some-college,HS-grad,10,4,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
24,28,Private,?,311311,114774,Bachelors,Some-college,13,12,Never-married,Separated,Machine-op-inspct,?,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,65,52,United-States,United-States,<=50K,<=50K
66,28,?,?,143417,233149,Assoc-voc,Bachelors,11,12,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
29,28,Private,Private,264166,233149,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Adm-clerical,Protective-serv,Not-in-family,Unmarried,White,White,Female,Male,0,3818,0,1741,60,18,Mexico,United-States,<=50K,>50K
44,28,Private,Private,112656,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Husband,White,White,Female,Male,0,3818,0,1741,20,52,United-States,United-States,<=50K,<=50K
45,28,Private,Private,123844,233149,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Other-service,Machine-op-inspct,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
27,28,Private,Private,146760,114774,Some-college,Bachelors,10,12,Never-married,Married-civ-spouse,Other-service,?,Own-child,Husband,Black,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
36,28,Private,Self-emp-inc,225516,233149,Bachelors,HS-grad,13,4,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Not-in-family,Black,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
36,28,Private,Private,114366,233149,Assoc-acdm,HS-grad,12,12,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
32,28,State-gov,Private,199227,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,55,52,United-States,United-States,<=50K,<=50K
18,28,Private,Private,299347,233149,HS-grad,11th,9,4,Never-married,Never-married,Other-service,Handlers-cleaners,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,20,52,United-States,United-States,<=50K,<=50K
39,28,Private,Federal-gov,74194,233149,Assoc-voc,Some-college,11,4,Divorced,Married-civ-spouse,Craft-repair,Sales,Not-in-family,Husband,White,White,Male,Male,0,3818,1721,1741,45,52,United-States,United-States,<=50K,>50K
25,28,Private,Self-emp-not-inc,244408,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Widowed,Exec-managerial,Sales,Own-child,Not-in-family,Asian-Pac-Islander,Black,Female,Male,0,3818,0,1741,40,18,Philippines,United-States,<=50K,<=50K
26,28,Private,Self-emp-not-inc,198289,114774,12th,Assoc-voc,8,12,Never-married,Married-civ-spouse,Farming-fishing,Farming-fishing,Other-relative,Husband,White,White,Male,Male,0,3818,0,1741,40,52,Puerto-Rico,United-States,<=50K,>50K
63,28,State-gov,Private,89451,233149,Prof-school,HS-grad,15,12,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Own-child,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
50,28,Local-gov,Local-gov,149433,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,18,United-States,Mexico,<=50K,<=50K
47,28,Private,Private,236999,114774,1st-4th,11th,2,4,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,Mexico,United-States,<=50K,<=50K
17,28,Private,Private,34943,114774,10th,HS-grad,6,12,Never-married,Divorced,Other-service,Other-service,Own-child,Husband,White,White,Female,Female,0,3818,0,1741,15,18,United-States,United-States,<=50K,<=50K
46,28,Self-emp-inc,Self-emp-inc,40666,114774,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,15024,3818,0,1741,40,52,United-States,United-States,>50K,>50K
34,28,Private,Federal-gov,329170,233149,Some-college,Some-college,10,12,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,6849,3818,0,1741,70,18,United-States,United-States,<=50K,>50K
26,28,Private,Private,122999,114774,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
48,28,Local-gov,Private,118972,114774,10th,10th,6,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Protective-serv,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
47,28,Private,Private,205068,114774,Prof-school,HS-grad,15,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,3818,1977,1741,60,52,United-States,United-States,>50K,<=50K
40,28,Private,Private,195124,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Handlers-cleaners,Husband,Husband,White,White,Male,Female,0,3818,0,1741,40,18,Columbia,United-States,<=50K,<=50K
21,28,Private,Private,143184,233149,Some-college,7th-8th,10,4,Never-married,Married-civ-spouse,Other-service,Farming-fishing,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
55,28,?,Private,90290,114774,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,?,Handlers-cleaners,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,3818,0,1741,40,52,United-States,Philippines,<=50K,<=50K
37,28,Private,Private,175232,114774,Bachelors,Prof-school,13,12,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
41,28,Private,Private,319366,114774,Some-college,11th,10,12,Married-civ-spouse,Married-civ-spouse,Tech-support,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,Haiti,United-States,>50K,>50K
34,28,Private,Private,61559,114774,HS-grad,Some-college,9,12,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
47,28,Private,Self-emp-not-inc,247869,233149,Some-college,HS-grad,10,12,Separated,Married-civ-spouse,Transport-moving,Other-service,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
39,28,Private,?,204158,233149,Some-college,Masters,10,12,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Unmarried,White,White,Male,Male,5178,3818,0,1741,60,52,United-States,United-States,>50K,<=50K
36,28,Private,Self-emp-not-inc,239755,114774,Assoc-voc,HS-grad,11,12,Never-married,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Not-in-family,Wife,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
29,28,Private,Private,198210,114774,HS-grad,Assoc-acdm,9,12,Never-married,Married-civ-spouse,Tech-support,Sales,Unmarried,Husband,Black,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
46,28,Local-gov,Private,190961,233149,HS-grad,Masters,9,12,Separated,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,Black,Asian-Pac-Islander,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
77,28,Private,Private,171193,114774,Assoc-voc,1st-4th,11,4,Divorced,Married-civ-spouse,Sales,?,Not-in-family,Husband,White,White,Female,Male,0,3818,1668,1741,30,52,United-States,United-States,<=50K,<=50K
27,28,Private,Self-emp-not-inc,110073,233149,Bachelors,Some-college,13,12,Never-married,Widowed,Tech-support,Craft-repair,Not-in-family,Unmarried,White,White,Male,Female,0,3818,0,1741,40,52,England,United-States,>50K,<=50K
19,28,Private,Private,163885,233149,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Machine-op-inspct,Sales,Own-child,Husband,White,Amer-Indian-Eskimo,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
38,28,Private,Private,99783,233149,Assoc-voc,Some-college,11,12,Married-civ-spouse,Married-civ-spouse,Other-service,Protective-serv,Wife,Husband,White,White,Female,Male,0,3818,1902,1741,40,52,United-States,United-States,<=50K,<=50K
18,28,Private,Private,430930,114774,11th,HS-grad,7,12,Never-married,Married-civ-spouse,Priv-house-serv,Handlers-cleaners,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,6,18,United-States,United-States,<=50K,<=50K
54,28,Private,Private,200450,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Tech-support,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,35,18,United-States,United-States,<=50K,>50K
33,28,Private,Private,226296,114774,HS-grad,HS-grad,9,4,Married-civ-spouse,Never-married,Other-service,Exec-managerial,Husband,Not-in-family,White,Black,Male,Female,0,3818,1672,1741,50,18,United-States,United-States,<=50K,<=50K
45,28,Self-emp-inc,Private,214690,233149,Some-college,Some-college,10,12,Separated,Divorced,Adm-clerical,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
28,28,Private,Federal-gov,181008,114774,Bachelors,HS-grad,13,4,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3818,0,1741,50,18,England,United-States,>50K,<=50K
26,28,Local-gov,Private,345779,114774,Bachelors,Assoc-acdm,13,12,Never-married,Married-civ-spouse,Prof-specialty,?,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,43,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,58350,233149,Bachelors,HS-grad,13,12,Never-married,Divorced,Prof-specialty,Farming-fishing,Not-in-family,Not-in-family,White,Asian-Pac-Islander,Female,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
41,28,Private,Private,164647,114774,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
21,28,Private,Self-emp-not-inc,142809,114774,HS-grad,HS-grad,9,12,Never-married,Widowed,Exec-managerial,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
38,28,Private,Private,105803,114774,Masters,HS-grad,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Unmarried,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
26,28,Private,Private,195067,233149,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
49,28,Private,Private,289964,114774,Some-college,Assoc-voc,10,12,Separated,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
26,28,Private,Private,194813,233149,Some-college,Assoc-voc,10,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Husband,Own-child,White,Black,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
43,28,Self-emp-inc,Private,303211,114774,HS-grad,10th,9,4,Never-married,Divorced,Exec-managerial,Transport-moving,Own-child,Not-in-family,White,Black,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
22,28,Private,Private,37932,114774,Some-college,Bachelors,10,12,Never-married,Divorced,Sales,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,25,18,United-States,Philippines,<=50K,<=50K
